"LAB_SEED","List","Match","Orientation","PList","Probe","Target","Task","acc","accuracy","alt_task","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instruction_E","correct_Probe_Prac_response","correct_Probe_response","correct_Probe_sti_response","correct_Start_E","correct_Target_response","correct_Target_response_Prac","correct_Welcome_E","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_First_Fixation","count_First_Fixation_Prac","count_Instruction_DE","count_Instruction_E","count_Instruction_HUN","count_Instruction_NOB","count_Instruction_PL","count_Instruction_SC","count_Instruction_TC","count_LAB_SEED","count_Language_Selection","count_List_Select_DE","count_List_Select_E","count_List_Select_HUN","count_List_Select_NOB","count_List_Select_PL","count_List_Select_SC","count_List_Select_TC","count_List_Selection","count_Memory_loop","count_Memory_sequence","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Probe","count_Probe_Collect","count_Probe_Prac","count_Probe_Prac_response","count_Probe_import","count_Probe_response","count_Probe_sti","count_Probe_sti_correct","count_Probe_sti_response","count_Probe_sti_wrong","count_STUDY_order","count_Second_Fixation","count_Second_Fixation_Prac","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOB","count_Start_PL","count_Start_SC","count_Start_TC","count_Target","count_Target_Prac","count_Target_response","count_Target_response_Prac","count_Target_response_correct","count_Target_response_correct_Prac","count_Target_response_noans","count_Target_response_noans_Prac","count_Target_response_wrong","count_Target_response_wrong_Prac","count_Trial_logger","count_Verification_Break","count_Verification_End","count_Verification_Exp","count_Verification_Prac","count_Verification_Start","count_Verification_Trial","count_Verification_Welcome","count_Verification_loop","count_Welcom_SC","count_Welcom_TC","count_Welcome_DE","count_Welcome_E","count_Welcome_HUN","count_Welcome_NOB","count_Welcome_PL","count_presetup","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Prac","live_row_Prac_loop","live_row_Verification_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","pol","rectarget","repeat_cycle","reset_loop","response","response_Instruction_DE","response_Instruction_E","response_Instruction_HUN","response_Instruction_NOB","response_Instruction_PL","response_Instruction_SC","response_Instruction_TC","response_Probe_Prac_response","response_Probe_response","response_Probe_sti_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOB","response_Start_PL","response_Start_SC","response_Start_TC","response_Target_response","response_Target_response_Prac","response_Verification_Break","response_Verification_End","response_Welcom_SC","response_Welcom_TC","response_Welcome_DE","response_Welcome_E","response_Welcome_HUN","response_Welcome_NOB","response_Welcome_PL","response_time","response_time_Instruction_DE","response_time_Instruction_E","response_time_Instruction_HUN","response_time_Instruction_NOB","response_time_Instruction_PL","response_time_Instruction_SC","response_time_Instruction_TC","response_time_Probe_Prac_response","response_time_Probe_response","response_time_Probe_sti_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOB","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Target_response","response_time_Target_response_Prac","response_time_Verification_Break","response_time_Verification_End","response_time_Welcom_SC","response_time_Welcom_TC","response_time_Welcome_DE","response_time_Welcome_E","response_time_Welcome_HUN","response_time_Welcome_NOB","response_time_Welcome_PL","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","task_order","tc","time_Check_This","time_Disable_Mouse","time_EXP","time_First_Fixation","time_First_Fixation_Prac","time_Instruction_DE","time_Instruction_E","time_Instruction_HUN","time_Instruction_NOB","time_Instruction_PL","time_Instruction_SC","time_Instruction_TC","time_LAB_SEED","time_Language_Selection","time_List_Select_DE","time_List_Select_E","time_List_Select_HUN","time_List_Select_NOB","time_List_Select_PL","time_List_Select_SC","time_List_Select_TC","time_List_Selection","time_Memory_loop","time_Memory_sequence","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Probe","time_Probe_Collect","time_Probe_Prac","time_Probe_Prac_response","time_Probe_import","time_Probe_response","time_Probe_sti","time_Probe_sti_correct","time_Probe_sti_response","time_Probe_sti_wrong","time_STUDY_order","time_Second_Fixation","time_Second_Fixation_Prac","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOB","time_Start_PL","time_Start_SC","time_Start_TC","time_Target","time_Target_Prac","time_Target_response","time_Target_response_Prac","time_Target_response_correct","time_Target_response_correct_Prac","time_Target_response_noans","time_Target_response_noans_Prac","time_Target_response_wrong","time_Target_response_wrong_Prac","time_Trial_logger","time_Verification_Break","time_Verification_End","time_Verification_Exp","time_Verification_Prac","time_Verification_Start","time_Verification_Trial","time_Verification_Welcome","time_Verification_loop","time_Welcom_SC","time_Welcom_TC","time_Welcome_DE","time_Welcome_E","time_Welcome_HUN","time_Welcome_NOB","time_Welcome_PL","time_presetup","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"5186","ENG_LIST4.csv","F","F","ENG_Prac1.csv","The flowers that were planted last week had survived the storm.","nut.jpg","V","35","35","[6, 10, 13, 19, 22, 26, 31, 34, 37, 43, 47]","2540.375","2540.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","0","18","6","18","6","6","0","0","0","18","18","NA","0","NA","NA","NA","NA","0","0","18","0","0","0","0","0","0","0","0","18","0","18","0","18","0","18","0","18","0","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","09/19/19 13:57:27","no","Matching Tasks","yes","","yes","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:/Users/user/Documents/PSA scripts - Alicia","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","0","7","5","0","C:/Users/user/Documents/PSA scripts - Alicia/Participant Data/MYS_004_SP_43.csv","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","f","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","space","NA","NA","NA","NA","NA","f","j","NA","NA","NA","NA","NA","space","NA","NA","NA","1022","NA","30782","NA","NA","NA","NA","NA","2723","2828","NA","NA","16210","NA","NA","NA","NA","NA","1022","1453","NA","NA","NA","NA","NA","4031","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","43","odd","No","no","NA","58764","4459","251108","228542","NA","62799","NA","NA","NA","NA","NA","4461","57714","NA","58753","NA","NA","NA","NA","NA","58753","NA","NA","93590","234731","197226","228541","197226","197226","93590","252112","252112","229546","229546","NA","252113","NA","NA","NA","NA","NA","254943","232271","NA","234763","NA","NA","NA","NA","NA","255447","232776","255447","232776","256471","234231","NA","222388","NA","196703","256971","NA","NA","250983","93590","234761","251107","58764","250983","NA","NA","NA","58766","NA","NA","NA","250983","Orientation_PSA2018","14","101615","40","yes","1024"
"5186","ENG_LIST4.csv","F","F","ENG_Prac1.csv","The taxi driver handed the receipt to the complaining passenger.","knife.jpg","V","35.7142857143","35.7142857143","[6, 10, 13, 19, 22, 26, 31, 34, 37, 43, 47]","2511.61904762","2511.61904762","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","1","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","0","18","6","18","6","6","0","1","1","18","18","NA","1","NA","NA","NA","NA","0","1","18","0","0","0","0","0","0","0","1","18","1","18","1","18","1","18","1","18","1","NA","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","09/19/19 13:57:27","no","Matching Tasks","yes","","yes","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:/Users/user/Documents/PSA scripts - Alicia","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","1","7","5","1","C:/Users/user/Documents/PSA scripts - Alicia/Participant Data/MYS_004_SP_43.csv","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","f","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","space","NA","NA","NA","NA","NA","f","j","NA","NA","NA","NA","NA","space","NA","NA","NA","1601","NA","30782","NA","NA","NA","NA","NA","2723","2272","NA","NA","16210","NA","NA","NA","NA","NA","1601","1453","NA","NA","NA","NA","NA","4031","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","43","odd","No","no","NA","58764","4459","257168","228542","NA","62799","NA","NA","NA","NA","NA","4461","57714","NA","58753","NA","NA","NA","NA","NA","58753","NA","NA","93590","234731","197226","228541","197226","197226","93590","258172","258172","229546","229546","NA","258173","NA","NA","NA","NA","NA","260447","232271","NA","234763","NA","NA","NA","NA","NA","260948","232776","260948","232776","262551","234231","263055","222388","NA","196703","263555","NA","NA","250983","93590","234761","257167","58764","250983","NA","NA","NA","58766","NA","NA","NA","250983","Orientation_PSA2018","15","105488","42","yes","1024"
"5186","ENG_LIST4.csv","Y","H","ENG_Prac1.csv","The young husband prepared to place the spare tire into the trunk.","tireH.jpg","V","36.3636363636","36.3636363636","[6, 10, 13, 19, 22, 26, 31, 34, 37, 43, 47]","2473.54545455","2473.54545455","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","j","0","0","0","2","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","NA","0","18","6","18","6","6","0","2","2","18","18","NA","2","NA","NA","NA","NA","0","2","18","0","0","0","0","0","0","0","2","18","2","18","2","18","2","18","2","18","2","NA","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","09/19/19 13:57:27","no","Matching Tasks","yes","","yes","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:/Users/user/Documents/PSA scripts - Alicia","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","2","7","5","2","C:/Users/user/Documents/PSA scripts - Alicia/Participant Data/MYS_004_SP_43.csv","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","j","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","space","NA","NA","NA","NA","NA","j","j","NA","NA","NA","NA","NA","space","NA","NA","NA","553","NA","30782","NA","NA","NA","NA","NA","2723","2795","NA","NA","16210","NA","NA","NA","NA","NA","553","1453","NA","NA","NA","NA","NA","4031","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","43","odd","No","no","NA","58764","4459","263712","228542","NA","62799","NA","NA","NA","NA","NA","4461","57714","NA","58753","NA","NA","NA","NA","NA","58753","NA","NA","93590","234731","197226","228541","197226","197226","93590","264714","264714","229546","229546","NA","264714","NA","NA","NA","NA","NA","267511","232271","NA","234763","NA","NA","NA","NA","NA","268012","232776","268012","232776","268567","234231","263055","222388","NA","196703","269067","NA","NA","250983","93590","234761","263710","58764","250983","NA","NA","NA","58766","NA","NA","NA","250983","Orientation_PSA2018","16","108836","44","yes","1024"
"5186","ENG_LIST4.csv","F","F","ENG_Prac1.csv","The mechanic replaced the tires on the vintage automobile.","glass.jpg","V","36.9565217391","36.9565217391","[6, 10, 13, 19, 22, 26, 31, 34, 37, 43, 47]","2454.84782609","2454.84782609","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","3","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","NA","0","18","6","18","6","6","0","3","3","18","18","NA","3","NA","NA","NA","NA","0","3","18","0","0","0","0","0","0","0","3","18","3","18","3","18","3","18","3","18","3","NA","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","09/19/19 13:57:27","no","Matching Tasks","yes","","yes","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:/Users/user/Documents/PSA scripts - Alicia","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","3","7","5","3","C:/Users/user/Documents/PSA scripts - Alicia/Participant Data/MYS_004_SP_43.csv","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","f","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","space","NA","NA","NA","NA","NA","f","j","NA","NA","NA","NA","NA","space","NA","NA","NA","1133","NA","30782","NA","NA","NA","NA","NA","2723","2954","NA","NA","16210","NA","NA","NA","NA","NA","1133","1453","NA","NA","NA","NA","NA","4031","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","43","odd","No","no","NA","58764","4459","269246","228542","NA","62799","NA","NA","NA","NA","NA","4461","57714","NA","58753","NA","NA","NA","NA","NA","58753","NA","NA","93590","234731","197226","228541","197226","197226","93590","270250","270250","229546","229546","NA","270251","NA","NA","NA","NA","NA","273207","232271","NA","234763","NA","NA","NA","NA","NA","273712","232776","273712","232776","274847","234231","263055","222388","NA","196703","275347","NA","NA","250983","93590","234761","269244","58764","250983","NA","NA","NA","58766","NA","NA","NA","250983","Orientation_PSA2018","17","112923","46","yes","1024"
"5186","ENG_LIST4.csv","F","F","ENG_Prac1.csv","The tour guide led his group to the top of the amphitheatre.","wndmil.jpg","V","35.4166666667","35.4166666667","[6, 10, 13, 19, 22, 26, 31, 34, 37, 43, 47]","2477.125","2477.125","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","undefined","0","0","NA","undefined","0","1","undefined","6","f","0","0","0","4","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","NA","0","18","6","18","6","6","0","4","4","18","18","NA","4","NA","NA","NA","NA","0","4","18","0","0","0","0","0","0","0","4","18","4","18","4","18","4","18","4","18","4","NA","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","09/19/19 13:57:27","no","Matching Tasks","yes","","yes","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:/Users/user/Documents/PSA scripts - Alicia","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","4","7","5","4","C:/Users/user/Documents/PSA scripts - Alicia/Participant Data/MYS_004_SP_43.csv","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","j","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","space","NA","NA","NA","NA","NA","j","j","NA","NA","NA","NA","NA","space","NA","NA","NA","1392","NA","30782","NA","NA","NA","NA","NA","2723","4587","NA","NA","16210","NA","NA","NA","NA","NA","1392","1453","NA","NA","NA","NA","NA","4031","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","43","odd","No","no","NA","58764","4459","275518","228542","NA","62799","NA","NA","NA","NA","NA","4461","57714","NA","58753","NA","NA","NA","NA","NA","58753","NA","NA","93590","234731","197226","228541","197226","197226","93590","276522","276523","229546","229546","NA","276523","NA","NA","NA","NA","NA","281112","232271","NA","234763","NA","NA","NA","NA","NA","281613","232776","281614","232776","274847","234231","263055","222388","283007","196703","283507","NA","NA","250983","93590","234761","275517","58764","250983","NA","NA","NA","58766","NA","NA","NA","250983","Orientation_PSA2018","17","118902","48","yes","1024"
"5186","ENG_LIST4.csv","F","F","ENG_Prac1.csv","The bartender poured another scotch for the salesman.","piano.jpg","V","36","36","[6, 10, 13, 19, 22, 26, 31, 34, 37, 43, 47]","2470.82","2470.82","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","5","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","NA","0","18","6","18","6","6","0","5","5","18","18","NA","5","NA","NA","NA","NA","0","5","18","0","0","0","0","0","0","0","5","18","5","18","5","18","5","18","5","18","5","NA","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","09/19/19 13:57:27","no","Matching Tasks","yes","","yes","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:/Users/user/Documents/PSA scripts - Alicia","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","5","7","5","5","C:/Users/user/Documents/PSA scripts - Alicia/Participant Data/MYS_004_SP_43.csv","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","f","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","space","NA","NA","NA","NA","NA","f","j","NA","NA","NA","NA","NA","space","NA","NA","NA","1466","NA","30782","NA","NA","NA","NA","NA","2723","3173","NA","NA","16210","NA","NA","NA","NA","NA","1466","1453","NA","NA","NA","NA","NA","4031","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","43","odd","No","no","NA","58764","4459","283711","228542","NA","62799","NA","NA","NA","NA","NA","4461","57714","NA","58753","NA","NA","NA","NA","NA","58753","NA","NA","93590","234731","197226","228541","197226","197226","93590","284712","284712","229546","229546","NA","284712","NA","NA","NA","NA","NA","287887","232271","NA","234763","NA","NA","NA","NA","NA","288388","232776","288388","232776","289856","234231","263055","222388","283007","196703","290356","NA","NA","250983","93590","234761","283709","58764","250983","NA","NA","NA","58766","NA","NA","NA","250983","Orientation_PSA2018","18","123541","50","yes","1024"
"5186","ENG_LIST4.csv","F","F","ENG_Prac1.csv","George put his cell phone in the pocket of his trench coat.","ring.jpg","V","36.5384615385","36.5384615385","[6, 10, 13, 19, 22, 26, 31, 34, 37, 43, 47]","2430.51923077","2430.51923077","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","6","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","NA","0","18","6","18","6","6","0","6","6","18","18","NA","6","NA","NA","NA","NA","0","6","18","0","0","0","0","0","0","0","6","18","6","18","6","18","6","18","6","18","6","NA","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","09/19/19 13:57:27","no","Matching Tasks","yes","","yes","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:/Users/user/Documents/PSA scripts - Alicia","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","6","7","5","6","C:/Users/user/Documents/PSA scripts - Alicia/Participant Data/MYS_004_SP_43.csv","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","f","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","space","NA","NA","NA","NA","NA","f","j","NA","NA","NA","NA","NA","space","NA","NA","NA","1081","NA","30782","NA","NA","NA","NA","NA","2723","1765","NA","NA","16210","NA","NA","NA","NA","NA","1081","1453","NA","NA","NA","NA","NA","4031","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","43","odd","No","no","NA","58764","4459","290515","228542","NA","62799","NA","NA","NA","NA","NA","4461","57714","NA","58753","NA","NA","NA","NA","NA","58753","NA","NA","93590","234731","197226","228541","197226","197226","93590","291519","291519","229546","229546","NA","291520","NA","NA","NA","NA","NA","293287","232271","NA","234763","NA","NA","NA","NA","NA","293788","232776","293788","232776","294871","234231","263055","222388","283007","196703","295371","NA","NA","250983","93590","234761","290513","58764","250983","NA","NA","NA","58766","NA","NA","NA","250983","Orientation_PSA2018","19","126387","52","yes","1024"
"5186","ENG_LIST4.csv","F","F","ENG_Prac1.csv","George put his cell phone in the pocket of his trench coat.","ring.jpg","M","37.7358490566","37.7358490566","[6, 10, 13, 19, 22, 26, 31, 34, 37, 43, 47]","2525.33962264","2525.33962264","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","1","undefined","1","1","undefined","6","j","0","0","0","6","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","18","6","18","6","6","0","6","6","18","18","0","6","0","0","0","0","0","6","18","0","0","0","0","0","0","0","6","18","6","18","6","18","6","18","6","18","7","NA","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","09/19/19 13:57:27","no","Matching Tasks","yes","","yes","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:/Users/user/Documents/PSA scripts - Alicia","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","0","7","5","6","C:/Users/user/Documents/PSA scripts - Alicia/Participant Data/MYS_004_SP_43.csv","legacy","no","Kafkaesque Koffka","3.2.8","no","The tour guide led his group to the top of the amphitheatre.","0","0","j","NA","space","NA","NA","NA","NA","NA","space","space","j","NA","space","NA","NA","NA","NA","NA","f","j","NA","NA","NA","NA","NA","space","NA","NA","NA","7456","NA","30782","NA","NA","NA","NA","NA","2723","1765","7456","NA","16210","NA","NA","NA","NA","NA","1081","1453","NA","NA","NA","NA","NA","4031","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","43","odd","No","no","NA","58764","4459","290515","228542","NA","62799","NA","NA","NA","NA","NA","4461","57714","NA","58753","NA","NA","NA","NA","NA","58753","295407","295492","93590","234731","197226","228541","197226","197226","93590","291519","291519","229546","229546","295492","291520","295493","302951","295493","NA","NA","293287","232271","NA","234763","NA","NA","NA","NA","NA","293788","232776","293788","232776","294871","234231","263055","222388","283007","196703","304451","NA","NA","250983","93590","234761","290513","58764","250983","NA","NA","NA","58766","NA","NA","NA","250983","Orientation_PSA2018","20","133843","53","yes","1024"
"5186","ENG_LIST4.csv","N","V","ENG_Prac1.csv","Derek held his bat high as the ball approached.","batH.jpg","V","38.1818181818","38.1818181818","[6, 10, 13, 19, 22, 26, 31, 34, 37, 43, 47]","2538.67272727","2538.67272727","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","1","undefined","1","1","undefined","6","j","0","0","0","7","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","18","6","18","6","6","0","7","7","18","18","0","7","0","0","0","0","0","7","18","0","0","0","0","0","0","0","7","18","7","18","7","18","7","18","7","18","8","NA","7","0","0","0","7","0","0","0","0","0","0","0","0","0","0","09/19/19 13:57:27","no","Matching Tasks","yes","","yes","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:/Users/user/Documents/PSA scripts - Alicia","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","7","7","5","7","C:/Users/user/Documents/PSA scripts - Alicia/Participant Data/MYS_004_SP_43.csv","legacy","no","Kafkaesque Koffka","3.2.8","no","The tour guide led his group to the top of the amphitheatre.","0","0","j","NA","space","NA","NA","NA","NA","NA","space","space","j","NA","space","NA","NA","NA","NA","NA","j","j","NA","NA","NA","NA","NA","space","NA","NA","NA","1382","NA","30782","NA","NA","NA","NA","NA","2723","4402","7456","NA","16210","NA","NA","NA","NA","NA","1382","1453","NA","NA","NA","NA","NA","4031","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","43","odd","No","no","NA","58764","4459","304630","228542","NA","62799","NA","NA","NA","NA","NA","4461","57714","NA","58753","NA","NA","NA","NA","NA","58753","295407","295492","93590","234731","197226","228541","197226","197226","93590","305634","305634","229546","229546","295492","305635","295493","302951","295493","NA","NA","310039","232271","NA","234763","NA","NA","NA","NA","NA","310543","232776","310543","232776","311927","234231","263055","222388","283007","196703","312427","NA","NA","250983","93590","234761","304629","58764","250983","NA","NA","NA","58766","NA","NA","NA","250983","Orientation_PSA2018","21","139627","55","yes","1024"
"5186","ENG_LIST4.csv","F","F","ENG_Prac1.csv","Calmly, the sniper mounted the scope on his rifle.","needle.jpg","V","38.5964912281","38.5964912281","[6, 10, 13, 19, 22, 26, 31, 34, 37, 43, 47]","2526.75438596","2526.75438596","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","1","undefined","1","1","undefined","6","f","0","0","0","8","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","18","6","18","6","6","0","8","8","18","18","0","8","0","0","0","0","0","8","18","0","0","0","0","0","0","0","8","18","8","18","8","18","8","18","8","18","9","NA","8","0","0","0","8","0","0","0","0","0","0","0","0","0","0","09/19/19 13:57:27","no","Matching Tasks","yes","","yes","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:/Users/user/Documents/PSA scripts - Alicia","no","chinese-japanese-korean","no","18","no","#0000ff","no","English","yes","768","no","legacy","8","7","5","8","C:/Users/user/Documents/PSA scripts - Alicia/Participant Data/MYS_004_SP_43.csv","legacy","no","Kafkaesque Koffka","3.2.8","no","The tour guide led his group to the top of the amphitheatre.","0","0","f","NA","space","NA","NA","NA","NA","NA","space","space","j","NA","space","NA","NA","NA","NA","NA","f","j","NA","NA","NA","NA","NA","space","NA","NA","NA","993","NA","30782","NA","NA","NA","NA","NA","2723","3405","7456","NA","16210","NA","NA","NA","NA","NA","993","1453","NA","NA","NA","NA","NA","4031","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","43","odd","No","no","NA","58764","4459","312599","228542","NA","62799","NA","NA","NA","NA","NA","4461","57714","NA","58753","NA","NA","NA","NA","NA","58753","295407","295492","93590","234731","197226","228541","197226","197226","93590","313600","313600","229546","229546","295492","313600","295493","302951","295493","NA","NA","317007","232271","NA","234763","NA","NA","NA","NA","NA","317508","232776","317508","232776","318503","234231","263055","222388","283007","196703","319003","NA","NA","250983","93590","234761","312597","58764","250983","NA","NA","NA","58766","NA","NA","NA","250983","Orientation_PSA2018","22","144025","57","yes","1024"
