"LAB_SEED","List","Match","Orientation","PList","Probe","Target","Task","acc","accuracy","alt_task","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instruction_THAI","correct_Probe_Prac_response","correct_Probe_response","correct_Probe_sti_response","correct_Start_THAI","correct_Target_response","correct_Target_response_Prac","correct_Welcom_THAI","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_First_Fixation","count_First_Fixation_Prac","count_Instruction_DE","count_Instruction_E","count_Instruction_HUN","count_Instruction_NOR","count_Instruction_PL","count_Instruction_SC","count_Instruction_TC","count_Instruction_THAI","count_LAB_SEED","count_Language_Selection","count_List_Select_DE","count_List_Select_E","count_List_Select_HUN","count_List_Select_NOR","count_List_Select_PL","count_List_Select_SC","count_List_Select_TC","count_List_Select_THAI","count_List_Selection","count_Memory_loop","count_Memory_sequence","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Probe","count_Probe_Collect","count_Probe_Prac","count_Probe_Prac_response","count_Probe_import","count_Probe_response","count_Probe_sti","count_Probe_sti_correct","count_Probe_sti_response","count_Probe_sti_wrong","count_STUDY_order","count_Second_Fixation","count_Second_Fixation_Prac","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target","count_Target_Prac","count_Target_response","count_Target_response_Prac","count_Target_response_correct","count_Target_response_correct_Prac","count_Target_response_noans","count_Target_response_noans_Prac","count_Target_response_wrong","count_Target_response_wrong_Prac","count_Trial_logger","count_Verification_Break","count_Verification_End","count_Verification_Exp","count_Verification_Prac","count_Verification_Start","count_Verification_Trial","count_Verification_Welcome","count_Verification_loop","count_Welcom_SC","count_Welcom_TC","count_Welcom_THAI","count_Welcome_DE","count_Welcome_E","count_Welcome_HUN","count_Welcome_NOR","count_Welcome_PL","count_presetup","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","hun","keyboard_backend","live_row","live_row_Prac","live_row_Prac_loop","live_row_Verification_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","pol","rectarget","repeat_cycle","reset_loop","response","response_Instruction_DE","response_Instruction_E","response_Instruction_HUN","response_Instruction_NOR","response_Instruction_PL","response_Instruction_SC","response_Instruction_TC","response_Instruction_THAI","response_Probe_Prac_response","response_Probe_response","response_Probe_sti_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response","response_Target_response_Prac","response_Verification_Break","response_Verification_End","response_Welcom_SC","response_Welcom_TC","response_Welcom_THAI","response_Welcome_DE","response_Welcome_E","response_Welcome_HUN","response_Welcome_NOR","response_Welcome_PL","response_time","response_time_Instruction_DE","response_time_Instruction_E","response_time_Instruction_HUN","response_time_Instruction_NOR","response_time_Instruction_PL","response_time_Instruction_SC","response_time_Instruction_TC","response_time_Instruction_THAI","response_time_Probe_Prac_response","response_time_Probe_response","response_time_Probe_sti_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response","response_time_Target_response_Prac","response_time_Verification_Break","response_time_Verification_End","response_time_Welcom_SC","response_time_Welcom_TC","response_time_Welcom_THAI","response_time_Welcome_DE","response_time_Welcome_E","response_time_Welcome_HUN","response_time_Welcome_NOR","response_time_Welcome_PL","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","task_order","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_First_Fixation","time_First_Fixation_Prac","time_Instruction_DE","time_Instruction_E","time_Instruction_HUN","time_Instruction_NOR","time_Instruction_PL","time_Instruction_SC","time_Instruction_TC","time_Instruction_THAI","time_LAB_SEED","time_Language_Selection","time_List_Select_DE","time_List_Select_E","time_List_Select_HUN","time_List_Select_NOR","time_List_Select_PL","time_List_Select_SC","time_List_Select_TC","time_List_Select_THAI","time_List_Selection","time_Memory_loop","time_Memory_sequence","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Probe","time_Probe_Collect","time_Probe_Prac","time_Probe_Prac_response","time_Probe_import","time_Probe_response","time_Probe_sti","time_Probe_sti_correct","time_Probe_sti_response","time_Probe_sti_wrong","time_STUDY_order","time_Second_Fixation","time_Second_Fixation_Prac","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target","time_Target_Prac","time_Target_response","time_Target_response_Prac","time_Target_response_correct","time_Target_response_correct_Prac","time_Target_response_noans","time_Target_response_noans_Prac","time_Target_response_wrong","time_Target_response_wrong_Prac","time_Trial_logger","time_Verification_Break","time_Verification_End","time_Verification_Exp","time_Verification_Prac","time_Verification_Start","time_Verification_Trial","time_Verification_Welcome","time_Verification_loop","time_Welcom_SC","time_Welcom_TC","time_Welcom_THAI","time_Welcome_DE","time_Welcome_E","time_Welcome_HUN","time_Welcome_NOR","time_Welcome_PL","time_presetup","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"7236","Thai_List04.csv","N","H","Thai_Prac1.csv","ฟลุคทาบเตารีดบนกางเกงของเขา หวังว่าเขาจะไม่ไปสาย","ironV.jpg","V","42.3076923077","42.3076923077","[6, 11, 14, 18, 23, 27, 30, 34, 38, 42, 45]","3863.96153846","3863.96153846","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","j","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","0","11","2","11","2","2","0","0","0","11","11","NA","0","NA","NA","NA","NA","0","0","11","0","0","0","0","0","0","0","0","0","11","0","11","0","11","0","11","0","11","0","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11/19/19 14:12:21","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","0","3","5","0","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_SP_5","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","j","NA","NA","NA","NA","NA","NA","NA","space","space","space","NA","NA","NA","NA","NA","NA","NA","NA","space","j","j","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","364","NA","NA","NA","NA","NA","NA","NA","29197","1433","5361","NA","NA","NA","NA","NA","NA","NA","NA","11037","364","429","NA","NA","NA","NA","16004","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","5","odd","No","no","yes","NA","11058","3929","188481","173362","NA","NA","NA","NA","NA","NA","NA","27067","3929","9737","NA","NA","NA","NA","NA","NA","NA","11043","11043","NA","NA","56278","177238","138918","173360","138918","138918","56278","189486","189486","174367","174367","NA","189487","NA","NA","NA","NA","NA","194850","175802","NA","NA","NA","NA","NA","NA","NA","177299","195355","176307","195356","176307","195722","176738","NA","81132","NA","138370","196223","NA","NA","188349","56278","177297","188479","11059","188350","NA","NA","11061","NA","NA","NA","NA","NA","188349","Orientation_PSA2018","11","100463","26","yes","1024"
"7236","Thai_List04.csv","F","F","Thai_Prac1.csv","ท็อปอวดรถจักรยานยนต์คันใหม่ของเขาต่อเพื่อนๆของเขา","ring.jpg","V","42.8571428571","42.8571428571","[6, 11, 14, 18, 23, 27, 30, 34, 38, 42, 45]","3768","3768","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","0","11","2","11","2","2","0","1","1","11","11","NA","1","NA","NA","NA","NA","0","1","11","0","0","0","0","0","0","0","0","1","11","1","11","1","11","1","11","1","11","1","NA","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","11/19/19 14:12:21","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","1","3","5","1","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_SP_5","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","f","NA","NA","NA","NA","NA","NA","NA","space","space","space","NA","NA","NA","NA","NA","NA","NA","NA","space","f","j","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","564","NA","NA","NA","NA","NA","NA","NA","29197","1433","4477","NA","NA","NA","NA","NA","NA","NA","NA","11037","564","429","NA","NA","NA","NA","16004","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","5","odd","No","no","yes","NA","11058","3929","196502","173362","NA","NA","NA","NA","NA","NA","NA","27067","3929","9737","NA","NA","NA","NA","NA","NA","NA","11043","11043","NA","NA","56278","177238","138918","173360","138918","138918","56278","197507","197507","174367","174367","NA","197507","NA","NA","NA","NA","NA","201987","175802","NA","NA","NA","NA","NA","NA","NA","177299","202492","176307","202492","176307","203058","176738","NA","81132","NA","138370","203558","NA","NA","188349","56278","177297","196500","11059","188350","NA","NA","11061","NA","NA","NA","NA","NA","188349","Orientation_PSA2018","12","105504","28","yes","1024"
"7236","Thai_List04.csv","F","F","Thai_Prac1.csv","ช่างถ่ายภาพบอกนางแบบให้นอนลงบนทราย","tiger.jpg","V","43.3333333333","43.3333333333","[6, 11, 14, 18, 23, 27, 30, 34, 38, 42, 45]","3692.53333333","3692.53333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","2","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","NA","0","11","2","11","2","2","0","2","2","11","11","NA","2","NA","NA","NA","NA","0","2","11","0","0","0","0","0","0","0","0","2","11","2","11","2","11","2","11","2","11","2","NA","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","11/19/19 14:12:21","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","2","3","5","2","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_SP_5","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","f","NA","NA","NA","NA","NA","NA","NA","space","space","space","NA","NA","NA","NA","NA","NA","NA","NA","space","f","j","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","579","NA","NA","NA","NA","NA","NA","NA","29197","1433","4693","NA","NA","NA","NA","NA","NA","NA","NA","11037","579","429","NA","NA","NA","NA","16004","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","5","odd","No","no","yes","NA","11058","3929","203757","173362","NA","NA","NA","NA","NA","NA","NA","27067","3929","9737","NA","NA","NA","NA","NA","NA","NA","11043","11043","NA","NA","56278","177238","138918","173360","138918","138918","56278","204762","204762","174367","174367","NA","204763","NA","NA","NA","NA","NA","209458","175802","NA","NA","NA","NA","NA","NA","NA","177299","209964","176307","209965","176307","210547","176738","NA","81132","NA","138370","211047","NA","NA","188349","56278","177297","203755","11059","188350","NA","NA","11061","NA","NA","NA","NA","NA","188349","Orientation_PSA2018","13","110776","30","yes","1024"
"7236","Thai_List04.csv","F","F","Thai_Prac1.csv","เด็กวัยเตาะแตะขี่รถสามล้อวนรอบๆไปมา","tapedispenser.jpg","V","43.75","43.75","[6, 11, 14, 18, 23, 27, 30, 34, 38, 42, 45]","3608.25","3608.25","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","3","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","NA","0","11","2","11","2","2","0","3","3","11","11","NA","3","NA","NA","NA","NA","0","3","11","0","0","0","0","0","0","0","0","3","11","3","11","3","11","3","11","3","11","3","NA","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","11/19/19 14:12:21","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","3","3","5","3","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_SP_5","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","f","NA","NA","NA","NA","NA","NA","NA","space","space","space","NA","NA","NA","NA","NA","NA","NA","NA","space","f","j","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","556","NA","NA","NA","NA","NA","NA","NA","29197","1433","4132","NA","NA","NA","NA","NA","NA","NA","NA","11037","556","429","NA","NA","NA","NA","16004","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","5","odd","No","no","yes","NA","11058","3929","211231","173362","NA","NA","NA","NA","NA","NA","NA","27067","3929","9737","NA","NA","NA","NA","NA","NA","NA","11043","11043","NA","NA","56278","177238","138918","173360","138918","138918","56278","212236","212236","174367","174367","NA","212236","NA","NA","NA","NA","NA","216371","175802","NA","NA","NA","NA","NA","NA","NA","177299","216876","176307","216876","176307","217435","176738","NA","81132","NA","138370","217935","NA","NA","188349","56278","177297","211229","11059","188350","NA","NA","11061","NA","NA","NA","NA","NA","188349","Orientation_PSA2018","14","115464","32","yes","1024"
"7236","Thai_List04.csv","Y","H","Thai_Prac1.csv","ซาร่าวางจานที่มีราคาแพงบนเสื่อรองจานบนโต๊ะ","plateH.jpg","V","44.1176470588","44.1176470588","[6, 11, 14, 18, 23, 27, 30, 34, 38, 42, 45]","3501.41176471","3501.41176471","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","j","0","0","0","4","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","NA","0","11","2","11","2","2","0","4","4","11","11","NA","4","NA","NA","NA","NA","0","4","11","0","0","0","0","0","0","0","0","4","11","4","11","4","11","4","11","4","11","4","NA","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","11/19/19 14:12:21","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","4","3","5","4","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_SP_5","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","j","NA","NA","NA","NA","NA","NA","NA","space","space","space","NA","NA","NA","NA","NA","NA","NA","NA","space","j","j","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","421","NA","NA","NA","NA","NA","NA","NA","29197","1433","3163","NA","NA","NA","NA","NA","NA","NA","NA","11037","421","429","NA","NA","NA","NA","16004","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","5","odd","No","no","yes","NA","11058","3929","218127","173362","NA","NA","NA","NA","NA","NA","NA","27067","3929","9737","NA","NA","NA","NA","NA","NA","NA","11043","11043","NA","NA","56278","177238","138918","173360","138918","138918","56278","219132","219132","174367","174367","NA","219133","NA","NA","NA","NA","NA","222298","175802","NA","NA","NA","NA","NA","NA","NA","177299","222803","176307","222803","176307","223226","176738","NA","81132","NA","138370","223726","NA","NA","188349","56278","177297","218125","11059","188350","NA","NA","11061","NA","NA","NA","NA","NA","188349","Orientation_PSA2018","15","119048","34","yes","1024"
"7236","Thai_List04.csv","Y","H","Thai_Prac1.csv","สามีวัยหนุ่มเตรียมที่จะนำยางรถยนต์สำรองใส่ในกระโปรงหลังรถ","tireH.jpg","V","44.4444444444","44.4444444444","[6, 11, 14, 18, 23, 27, 30, 34, 38, 42, 45]","3482.02777778","3482.02777778","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","j","0","0","0","5","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","NA","0","11","2","11","2","2","0","5","5","11","11","NA","5","NA","NA","NA","NA","0","5","11","0","0","0","0","0","0","0","0","5","11","5","11","5","11","5","11","5","11","5","NA","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","11/19/19 14:12:21","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","5","3","5","5","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_SP_5","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","j","NA","NA","NA","NA","NA","NA","NA","space","space","space","NA","NA","NA","NA","NA","NA","NA","NA","space","j","j","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","461","NA","NA","NA","NA","NA","NA","NA","29197","1433","5844","NA","NA","NA","NA","NA","NA","NA","NA","11037","461","429","NA","NA","NA","NA","16004","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","5","odd","No","no","yes","NA","11058","3929","223951","173362","NA","NA","NA","NA","NA","NA","NA","27067","3929","9737","NA","NA","NA","NA","NA","NA","NA","11043","11043","NA","NA","56278","177238","138918","173360","138918","138918","56278","224956","224956","174367","174367","NA","224956","NA","NA","NA","NA","NA","230802","175802","NA","NA","NA","NA","NA","NA","NA","177299","231307","176307","231307","176307","231770","176738","NA","81132","NA","138370","232270","NA","NA","188349","56278","177297","223949","11059","188350","NA","NA","11061","NA","NA","NA","NA","NA","188349","Orientation_PSA2018","16","125353","36","yes","1024"
"7236","Thai_List04.csv","Y","H","Thai_Prac1.csv","นักบัญชีเสียบปากกาของเขาไว้ที่หลังหูของเขา","penH.jpg","V","44.7368421053","44.7368421053","[6, 11, 14, 18, 23, 27, 30, 34, 38, 42, 45]","3429.57894737","3429.57894737","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","j","0","0","0","6","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","NA","0","11","2","11","2","2","0","6","6","11","11","NA","6","NA","NA","NA","NA","0","6","11","0","0","0","0","0","0","0","0","6","11","6","11","6","11","6","11","6","11","6","NA","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","11/19/19 14:12:21","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","6","3","5","6","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_SP_5","legacy","no","Kafkaesque Koffka","3.2.8","no","NA","0","0","j","NA","NA","NA","NA","NA","NA","NA","space","space","space","NA","NA","NA","NA","NA","NA","NA","NA","space","j","j","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","607","NA","NA","NA","NA","NA","NA","NA","29197","1433","4364","NA","NA","NA","NA","NA","NA","NA","NA","11037","607","429","NA","NA","NA","NA","16004","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","5","odd","No","no","yes","NA","11058","3929","232463","173362","NA","NA","NA","NA","NA","NA","NA","27067","3929","9737","NA","NA","NA","NA","NA","NA","NA","11043","11043","NA","NA","56278","177238","138918","173360","138918","138918","56278","233468","233468","174367","174367","NA","233468","NA","NA","NA","NA","NA","237834","175802","NA","NA","NA","NA","NA","NA","NA","177299","238336","176307","238337","176307","238946","176738","NA","81132","NA","138370","239446","NA","NA","188349","56278","177297","232460","11059","188350","NA","NA","11061","NA","NA","NA","NA","NA","188349","Orientation_PSA2018","17","130324","38","yes","1024"
"7236","Thai_List04.csv","Y","H","Thai_Prac1.csv","นักบัญชีเสียบปากกาของเขาไว้ที่หลังหูของเขา","penH.jpg","M","43.5897435897","43.5897435897","[6, 11, 14, 18, 23, 27, 30, 34, 38, 42, 45]","3441.20512821","3441.20512821","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","undefined","0","0","0","undefined","1","1","undefined","6","f","0","0","0","6","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","11","2","11","2","2","0","6","6","11","11","0","6","0","0","0","0","0","6","11","0","0","0","0","0","0","0","0","6","11","6","11","6","11","6","11","6","11","7","NA","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","11/19/19 14:12:21","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","0","3","5","6","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_SP_5","legacy","no","Kafkaesque Koffka","3.2.8","no","ช่างถ่ายภาพบอกนางแบบให้นอนลงบนทราย","0","0","j","NA","NA","NA","NA","NA","NA","NA","space","space","space","j","NA","NA","NA","NA","NA","NA","NA","space","j","j","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","3883","NA","NA","NA","NA","NA","NA","NA","29197","1433","4364","3883","NA","NA","NA","NA","NA","NA","NA","11037","607","429","NA","NA","NA","NA","16004","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","5","odd","No","no","yes","NA","11058","3929","232463","173362","NA","NA","NA","NA","NA","NA","NA","27067","3929","9737","NA","NA","NA","NA","NA","NA","NA","11043","11043","239492","239587","56278","177238","138918","173360","138918","138918","56278","233468","233468","174367","174367","239587","233468","239589","NA","239589","243474","NA","237834","175802","NA","NA","NA","NA","NA","NA","NA","177299","238336","176307","238337","176307","238946","176738","NA","81132","NA","138370","244974","NA","NA","188349","56278","177297","232460","11059","188350","NA","NA","11061","NA","NA","NA","NA","NA","188349","Orientation_PSA2018","17","134207","39","yes","1024"
"7236","Thai_List04.csv","F","F","Thai_Prac1.csv","โค้ชขว้างขวดน้ำของเขาลงบนพื้นด้วยความโกรธ","ftball.jpg","V","41.4634146341","41.4634146341","[6, 11, 14, 18, 23, 27, 30, 34, 38, 42, 45]","3338.19512195","3338.19512195","#ffffff","yes","legacy","legacy","legacy","0","uniform","0","undefined","0","0","0","undefined","0","1","undefined","6","f","0","0","0","7","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","11","2","11","2","2","0","7","7","11","11","0","7","0","0","0","0","0","7","11","0","0","0","0","0","0","0","0","7","11","7","11","7","11","7","11","7","11","8","NA","7","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","11/19/19 14:12:21","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","7","3","5","7","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_SP_5","legacy","no","Kafkaesque Koffka","3.2.8","no","ช่างถ่ายภาพบอกนางแบบให้นอนลงบนทราย","0","0","j","NA","NA","NA","NA","NA","NA","NA","space","space","space","j","NA","NA","NA","NA","NA","NA","NA","space","j","j","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","348","NA","NA","NA","NA","NA","NA","NA","29197","1433","2311","3883","NA","NA","NA","NA","NA","NA","NA","11037","348","429","NA","NA","NA","NA","16004","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","5","odd","No","no","yes","NA","11058","3929","245203","173362","NA","NA","NA","NA","NA","NA","NA","27067","3929","9737","NA","NA","NA","NA","NA","NA","NA","11043","11043","239492","239587","56278","177238","138918","173360","138918","138918","56278","246208","246208","174367","174367","239587","246209","239589","NA","239589","243474","NA","248522","175802","NA","NA","NA","NA","NA","NA","NA","177299","249027","176307","249027","176307","238946","176738","NA","81132","249378","138370","249878","NA","NA","188349","56278","177297","245201","11059","188350","NA","NA","11061","NA","NA","NA","NA","NA","188349","Orientation_PSA2018","17","136866","41","yes","1024"
"7236","Thai_List04.csv","N","H","Thai_Prac1.csv","ผู้ช่วยแลปใส่กุญแจสำหรับกรงลิงเข้าไปในแม่กุญแจ","keyV.jpg","V","41.8604651163","41.8604651163","[6, 11, 14, 18, 23, 27, 30, 34, 38, 42, 45]","3254.97674419","3254.97674419","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","0","undefined","1","1","undefined","6","j","0","0","0","8","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","11","2","11","2","2","0","8","8","11","11","0","8","0","0","0","0","0","8","11","0","0","0","0","0","0","0","0","8","11","8","11","8","11","8","11","8","11","9","NA","8","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","11/19/19 14:12:21","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\Lenovo_502\Desktop\PSA002","no","chinese-japanese-korean","no","18","no","#0000ff","no","อักษรไทย","yes","768","no","legacy","8","3","5","8","C:/Users/Lenovo_502/Desktop/PSA002/data/THA_001_SP_5","legacy","no","Kafkaesque Koffka","3.2.8","no","ช่างถ่ายภาพบอกนางแบบให้นอนลงบนทราย","0","0","j","NA","NA","NA","NA","NA","NA","NA","space","space","space","j","NA","NA","NA","NA","NA","NA","NA","space","j","j","NA","NA","NA","NA","space","NA","NA","NA","NA","NA","405","NA","NA","NA","NA","NA","NA","NA","29197","1433","2693","3883","NA","NA","NA","NA","NA","NA","NA","11037","405","429","NA","NA","NA","NA","16004","NA","NA","NA","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","5","odd","No","no","yes","NA","11058","3929","250068","173362","NA","NA","NA","NA","NA","NA","NA","27067","3929","9737","NA","NA","NA","NA","NA","NA","NA","11043","11043","239492","239587","56278","177238","138918","173360","138918","138918","56278","251074","251074","174367","174367","239587","251074","239589","NA","239589","243474","NA","253770","175802","NA","NA","NA","NA","NA","NA","NA","177299","254275","176307","254275","176307","254682","176738","NA","81132","249378","138370","255182","NA","NA","188349","56278","177297","250067","11059","188350","NA","NA","11061","NA","NA","NA","NA","NA","188349","Orientation_PSA2018","18","139964","43","yes","1024"
