Identical,LAB_SEED,Orientation1,Orientation2,PPList,Picture1,Picture2,acc,accuracy,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Pictures_response,correct_Start_HIN,correct_Target_response_Prac,correct_Welcome_PP_HIN,correct_count,correct_response,count_Check_This,count_Disable_Mouse,count_EXP,count_LAB_SEED,count_Language_Selection,count_List_Select,count_List_Selection,count_Pictures_Break,count_Pictures_End,count_Pictures_Exp,count_Pictures_Fixation,count_Pictures_Fixation_Prac,count_Pictures_Prac,count_Pictures_Start,count_Pictures_Target,count_Pictures_Trial,count_Pictures_Welcome,count_Pictures_loop,count_Pictures_response,count_Pictures_response_correct,count_Pictures_response_noans,count_Pictures_response_wrong,count_Prac,count_Prac_Count,count_Prac_Reset,count_Prac_Trial,count_Prac_loop,count_Prac_seq,count_Prac_setup,count_Start_DE,count_Start_E,count_Start_ELL,count_Start_HEB,count_Start_HIN,count_Start_HUN,count_Start_NOR,count_Start_PL,count_Start_POR,count_Start_SC,count_Start_SLK,count_Start_SPA,count_Start_TC,count_Start_THAI,count_Start_TUR,count_Target_Prac,count_Target_response_Prac,count_Target_response_correct_Prac,count_Target_response_noans_Prac,count_Target_response_wrong_Prac,count_Trial_logger,count_Welcome_PP_DE,count_Welcome_PP_E,count_Welcome_PP_ELL,count_Welcome_PP_HEB,count_Welcome_PP_HIN,count_Welcome_PP_HUN,count_Welcome_PP_NOR,count_Welcome_PP_PL,count_Welcome_PP_POR,count_Welcome_PP_SC,count_Welcome_PP_SLK,count_Welcome_PP_SPA,count_Welcome_PP_TC,count_Welcome_PP_THAI,count_Welcome_PP_TUR,datetime,de,description,disable_garbage_collection,ell,empty_column,en,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,form_response,fullscreen,heb,height,hin,hun,keyboard_backend,live_row,live_row_Pictures_loop,live_row_Prac,live_row_Prac_loop,logfile,mouse_backend,nor,opensesame_codename,opensesame_version,osf_always_upload_experiment,osf_id,pol,por,repeat_cycle,reset_loop,response,response_Pictures_Break,response_Pictures_End,response_Pictures_response,response_Start_DE,response_Start_E,response_Start_ELL,response_Start_HEB,response_Start_HIN,response_Start_HUN,response_Start_NOR,response_Start_PL,response_Start_POR,response_Start_SC,response_Start_SLK,response_Start_SPA,response_Start_TC,response_Start_THAI,response_Start_TUR,response_Target_response_Prac,response_Welcome_PP_DE,response_Welcome_PP_E,response_Welcome_PP_ELL,response_Welcome_PP_HEB,response_Welcome_PP_HIN,response_Welcome_PP_HUN,response_Welcome_PP_NOR,response_Welcome_PP_PL,response_Welcome_PP_POR,response_Welcome_PP_SC,response_Welcome_PP_SLK,response_Welcome_PP_SPA,response_Welcome_PP_TC,response_Welcome_PP_THAI,response_Welcome_PP_TUR,response_time,response_time_Pictures_Break,response_time_Pictures_End,response_time_Pictures_response,response_time_Start_DE,response_time_Start_E,response_time_Start_ELL,response_time_Start_HEB,response_time_Start_HIN,response_time_Start_HUN,response_time_Start_NOR,response_time_Start_PL,response_time_Start_POR,response_time_Start_SC,response_time_Start_SLK,response_time_Start_SPA,response_time_Start_TC,response_time_Start_THAI,response_time_Start_TUR,response_time_Target_response_Prac,response_time_Welcome_PP_DE,response_time_Welcome_PP_E,response_time_Welcome_PP_ELL,response_time_Welcome_PP_HEB,response_time_Welcome_PP_HIN,response_time_Welcome_PP_HUN,response_time_Welcome_PP_NOR,response_time_Welcome_PP_PL,response_time_Welcome_PP_POR,response_time_Welcome_PP_SC,response_time_Welcome_PP_SLK,response_time_Welcome_PP_SPA,response_time_Welcome_PP_TC,response_time_Welcome_PP_THAI,response_time_Welcome_PP_TUR,round_decimals,sampler_backend,sc,slk,sound_buf_size,sound_channels,sound_freq,sound_sample_size,spa,start,subject_nr,subject_parity,tc,thai,time_Check_This,time_Disable_Mouse,time_EXP,time_LAB_SEED,time_Language_Selection,time_List_Select,time_List_Selection,time_Pictures_Break,time_Pictures_End,time_Pictures_Exp,time_Pictures_Fixation,time_Pictures_Fixation_Prac,time_Pictures_Prac,time_Pictures_Start,time_Pictures_Target,time_Pictures_Trial,time_Pictures_Welcome,time_Pictures_loop,time_Pictures_response,time_Pictures_response_correct,time_Pictures_response_noans,time_Pictures_response_wrong,time_Prac,time_Prac_Count,time_Prac_Reset,time_Prac_Trial,time_Prac_loop,time_Prac_seq,time_Prac_setup,time_Start_DE,time_Start_E,time_Start_ELL,time_Start_HEB,time_Start_HIN,time_Start_HUN,time_Start_NOR,time_Start_PL,time_Start_POR,time_Start_SC,time_Start_SLK,time_Start_SPA,time_Start_TC,time_Start_THAI,time_Start_TUR,time_Target_Prac,time_Target_response_Prac,time_Target_response_correct_Prac,time_Target_response_noans_Prac,time_Target_response_wrong_Prac,time_Trial_logger,time_Welcome_PP_DE,time_Welcome_PP_E,time_Welcome_PP_ELL,time_Welcome_PP_HEB,time_Welcome_PP_HIN,time_Welcome_PP_HUN,time_Welcome_PP_NOR,time_Welcome_PP_PL,time_Welcome_PP_POR,time_Welcome_PP_SC,time_Welcome_PP_SLK,time_Welcome_PP_SPA,time_Welcome_PP_TC,time_Welcome_PP_THAI,time_Welcome_PP_TUR,title,total_correct,total_response_time,total_responses,tur,uniform_coordinates,width
N,1183,H,V,PP_LIST1.csv,keyH.jpg,keyV.jpg,80,80,1005.8,1005.8,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,1,undefined,1,undefined,6,j,0,0,0,0,0,0,0,NA,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/19 11:47:31,no,Matching Tasks,yes,no,,no,OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp,E:\Projects\PSA002,no,mono,no,18,no,#0000ff,no,हिन्दी,no,no,768,yes,no,legacy,0,0,4,5,E:/Projects/PSA002/raw_data/IND_003-PP_002.csv,legacy,no,Kafkaesque Koffka,3.2.8,yes,5a7ce671e83246000deafe81,no,no,0,0,J,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1103,NA,NA,1103,NA,NA,NA,NA,6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,NA,NA,NA,NA,15820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,no,no,1024,2,48000,-16,no,EXP,10,even,no,no,NA,24891,8479,8480,21623,24852,24852,NA,NA,79667,80017,71578,40750,73609,80529,80014,24891,79668,80529,81637,NA,NA,40750,73479,61339,71574,61339,61339,40750,NA,NA,NA,NA,73614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72091,72091,72979,47896,60726,82137,NA,NA,NA,NA,24895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientation_PSA2018,12,15087,15,no,yes,1024
N,1183,V,H,PP_LIST1.csv,scssorV.jpg,scssorH.jpg,81.25,81.25,993.1875,993.1875,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,1,undefined,1,undefined,6,j,0,0,0,0,0,0,0,NA,1,0,1,13,0,0,1,1,0,0,1,1,1,1,0,13,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/19 11:47:31,no,Matching Tasks,yes,no,,no,OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp,E:\Projects\PSA002,no,mono,no,18,no,#0000ff,no,हिन्दी,no,no,768,yes,no,legacy,1,1,4,5,E:/Projects/PSA002/raw_data/IND_003-PP_002.csv,legacy,no,Kafkaesque Koffka,3.2.8,yes,5a7ce671e83246000deafe81,no,no,0,0,J,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804,NA,NA,804,NA,NA,NA,NA,6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,NA,NA,NA,NA,15820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,no,no,1024,2,48000,-16,no,EXP,10,even,no,no,NA,24891,8479,8480,21623,24852,24852,NA,NA,79667,82567,71578,40750,73609,83079,82563,24891,79668,83079,83887,NA,NA,40750,73479,61339,71574,61339,61339,40750,NA,NA,NA,NA,73614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72091,72091,72979,47896,60726,84389,NA,NA,NA,NA,24895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientation_PSA2018,13,15891,16,no,yes,1024
N,1183,V,H,PP_LIST1.csv,penV.jpg,penH.jpg,82.3529411765,82.3529411765,973.588235294,973.588235294,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,1,undefined,1,undefined,6,j,0,0,0,0,0,0,0,NA,2,0,2,13,0,0,2,2,0,0,2,2,2,2,0,13,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/19 11:47:31,no,Matching Tasks,yes,no,,no,OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp,E:\Projects\PSA002,no,mono,no,18,no,#0000ff,no,हिन्दी,no,no,768,yes,no,legacy,2,2,4,5,E:/Projects/PSA002/raw_data/IND_003-PP_002.csv,legacy,no,Kafkaesque Koffka,3.2.8,yes,5a7ce671e83246000deafe81,no,no,0,0,J,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,NA,NA,660,NA,NA,NA,NA,6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,NA,NA,NA,NA,15820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,no,no,1024,2,48000,-16,no,EXP,10,even,no,no,NA,24891,8479,8480,21623,24852,24852,NA,NA,79667,84785,71578,40750,73609,85298,84781,24891,79668,85299,85964,NA,NA,40750,73479,61339,71574,61339,61339,40750,NA,NA,NA,NA,73614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72091,72091,72979,47896,60726,86464,NA,NA,NA,NA,24895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientation_PSA2018,14,16551,17,no,yes,1024
N,1183,H,V,PP_LIST1.csv,guitarH.jpg,guitarV.jpg,83.3333333333,83.3333333333,954.888888889,954.888888889,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,1,undefined,1,undefined,6,j,0,0,0,0,0,0,0,NA,3,0,3,13,0,0,3,3,0,0,3,3,3,3,0,13,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/19 11:47:31,no,Matching Tasks,yes,no,,no,OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp,E:\Projects\PSA002,no,mono,no,18,no,#0000ff,no,हिन्दी,no,no,768,yes,no,legacy,3,3,4,5,E:/Projects/PSA002/raw_data/IND_003-PP_002.csv,legacy,no,Kafkaesque Koffka,3.2.8,yes,5a7ce671e83246000deafe81,no,no,0,0,J,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,NA,NA,637,NA,NA,NA,NA,6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,NA,NA,NA,NA,15820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,no,no,1024,2,48000,-16,no,EXP,10,even,no,no,NA,24891,8479,8480,21623,24852,24852,NA,NA,79667,86869,71578,40750,73609,87382,86865,24891,79668,87383,88024,NA,NA,40750,73479,61339,71574,61339,61339,40750,NA,NA,NA,NA,73614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72091,72091,72979,47896,60726,88525,NA,NA,NA,NA,24895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientation_PSA2018,15,17188,18,no,yes,1024
F,1183,F,F,PP_LIST1.csv,watch.jpg,skirt.jpg,84.2105263158,84.2105263158,942.736842105,942.736842105,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,1,undefined,1,undefined,6,f,0,0,0,0,0,0,0,NA,4,0,4,13,0,0,4,4,0,0,4,4,4,4,0,13,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/19 11:47:31,no,Matching Tasks,yes,no,,no,OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp,E:\Projects\PSA002,no,mono,no,18,no,#0000ff,no,हिन्दी,no,no,768,yes,no,legacy,4,4,4,5,E:/Projects/PSA002/raw_data/IND_003-PP_002.csv,legacy,no,Kafkaesque Koffka,3.2.8,yes,5a7ce671e83246000deafe81,no,no,0,0,F,NA,NA,F,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,724,NA,NA,724,NA,NA,NA,NA,6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,NA,NA,NA,NA,15820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,no,no,1024,2,48000,-16,no,EXP,10,even,no,no,NA,24891,8479,8480,21623,24852,24852,NA,NA,79667,88898,71578,40750,73609,89410,88894,24891,79668,89411,90140,NA,NA,40750,73479,61339,71574,61339,61339,40750,NA,NA,NA,NA,73614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72091,72091,72979,47896,60726,90640,NA,NA,NA,NA,24895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientation_PSA2018,16,17912,19,no,yes,1024
N,1183,V,H,PP_LIST1.csv,saltV.jpg,saltH.jpg,85,85,934.5,934.5,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,1,undefined,1,undefined,6,j,0,0,0,0,0,0,0,NA,5,0,5,13,0,0,5,5,0,0,5,5,5,5,0,13,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/19 11:47:31,no,Matching Tasks,yes,no,,no,OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp,E:\Projects\PSA002,no,mono,no,18,no,#0000ff,no,हिन्दी,no,no,768,yes,no,legacy,5,5,4,5,E:/Projects/PSA002/raw_data/IND_003-PP_002.csv,legacy,no,Kafkaesque Koffka,3.2.8,yes,5a7ce671e83246000deafe81,no,no,0,0,J,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,778,NA,NA,778,NA,NA,NA,NA,6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,NA,NA,NA,NA,15820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,no,no,1024,2,48000,-16,no,EXP,10,even,no,no,NA,24891,8479,8480,21623,24852,24852,NA,NA,79667,91006,71578,40750,73609,91518,91002,24891,79668,91519,92302,NA,NA,40750,73479,61339,71574,61339,61339,40750,NA,NA,NA,NA,73614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72091,72091,72979,47896,60726,92802,NA,NA,NA,NA,24895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientation_PSA2018,17,18690,20,no,yes,1024
F,1183,F,F,PP_LIST1.csv,couch.jpg,spider.jpg,85.7142857143,85.7142857143,928.238095238,928.238095238,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,1,undefined,1,undefined,6,f,0,0,0,0,0,0,0,NA,6,0,6,13,0,0,6,6,0,0,6,6,6,6,0,13,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/19 11:47:31,no,Matching Tasks,yes,no,,no,OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp,E:\Projects\PSA002,no,mono,no,18,no,#0000ff,no,हिन्दी,no,no,768,yes,no,legacy,6,6,4,5,E:/Projects/PSA002/raw_data/IND_003-PP_002.csv,legacy,no,Kafkaesque Koffka,3.2.8,yes,5a7ce671e83246000deafe81,no,no,0,0,F,NA,NA,F,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NA,NA,803,NA,NA,NA,NA,6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,NA,NA,NA,NA,15820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,no,no,1024,2,48000,-16,no,EXP,10,even,no,no,NA,24891,8479,8480,21623,24852,24852,NA,NA,79667,93224,71578,40750,73609,93734,93219,24891,79668,93735,94543,NA,NA,40750,73479,61339,71574,61339,61339,40750,NA,NA,NA,NA,73614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72091,72091,72979,47896,60726,95044,NA,NA,NA,NA,24895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientation_PSA2018,18,19493,21,no,yes,1024
F,1183,F,F,PP_LIST1.csv,tlphon.jpg,knife.jpg,86.3636363636,86.3636363636,914.136363636,914.136363636,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,1,undefined,1,undefined,6,f,0,0,0,0,0,0,0,NA,7,0,7,13,0,0,7,7,0,0,7,7,7,7,0,13,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/19 11:47:31,no,Matching Tasks,yes,no,,no,OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp,E:\Projects\PSA002,no,mono,no,18,no,#0000ff,no,हिन्दी,no,no,768,yes,no,legacy,7,7,4,5,E:/Projects/PSA002/raw_data/IND_003-PP_002.csv,legacy,no,Kafkaesque Koffka,3.2.8,yes,5a7ce671e83246000deafe81,no,no,0,0,F,NA,NA,F,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,NA,NA,618,NA,NA,NA,NA,6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,NA,NA,NA,NA,15820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,no,no,1024,2,48000,-16,no,EXP,10,even,no,no,NA,24891,8479,8480,21623,24852,24852,NA,NA,79667,95428,71578,40750,73609,95940,95424,24891,79668,95940,96562,NA,NA,40750,73479,61339,71574,61339,61339,40750,NA,NA,NA,NA,73614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72091,72091,72979,47896,60726,97062,NA,NA,NA,NA,24895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientation_PSA2018,19,20111,22,no,yes,1024
Y,1183,H,H,PP_LIST1.csv,axeH.jpg,axeH.jpg,86.9565217391,86.9565217391,903.086956522,903.086956522,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,1,undefined,1,undefined,6,j,0,0,0,0,0,0,0,NA,8,0,8,13,0,0,8,8,0,0,8,8,8,8,0,13,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/19 11:47:31,no,Matching Tasks,yes,no,,no,OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp,E:\Projects\PSA002,no,mono,no,18,no,#0000ff,no,हिन्दी,no,no,768,yes,no,legacy,8,8,4,5,E:/Projects/PSA002/raw_data/IND_003-PP_002.csv,legacy,no,Kafkaesque Koffka,3.2.8,yes,5a7ce671e83246000deafe81,no,no,0,0,J,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,NA,NA,660,NA,NA,NA,NA,6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,NA,NA,NA,NA,15820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,no,no,1024,2,48000,-16,no,EXP,10,even,no,no,NA,24891,8479,8480,21623,24852,24852,NA,NA,79667,97469,71578,40750,73609,97980,97465,24891,79668,97981,98646,NA,NA,40750,73479,61339,71574,61339,61339,40750,NA,NA,NA,NA,73614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72091,72091,72979,47896,60726,99147,NA,NA,NA,NA,24895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientation_PSA2018,20,20771,23,no,yes,1024
N,1183,V,H,PP_LIST1.csv,plateV.jpg,plateH.jpg,87.5,87.5,894,894,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,1,undefined,1,undefined,6,j,0,0,0,0,0,0,0,NA,9,0,9,13,0,0,9,9,0,0,9,9,9,9,0,13,3,13,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/23/19 11:47:31,no,Matching Tasks,yes,no,,no,OrientationCrossLanguages_2018PSA_PP_1.2.4.osexp,E:\Projects\PSA002,no,mono,no,18,no,#0000ff,no,हिन्दी,no,no,768,yes,no,legacy,9,9,4,5,E:/Projects/PSA002/raw_data/IND_003-PP_002.csv,legacy,no,Kafkaesque Koffka,3.2.8,yes,5a7ce671e83246000deafe81,no,no,0,0,J,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,J,NA,NA,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,685,NA,NA,685,NA,NA,NA,NA,6018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,883,NA,NA,NA,NA,15820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,no,no,1024,2,48000,-16,no,EXP,10,even,no,no,NA,24891,8479,8480,21623,24852,24852,NA,NA,79667,99577,71578,40750,73609,100090,99573,24891,79668,100091,100781,NA,NA,40750,73479,61339,71574,61339,61339,40750,NA,NA,NA,NA,73614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72091,72091,72979,47896,60726,101281,NA,NA,NA,NA,24895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Orientation_PSA2018,21,21456,24,no,yes,1024
