"LAB_SEED","List","Match","Orientation","PList","Probe","Target","Task","acc","accuracy","alt_task","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_Instruction_HUN","correct_Probe_Prac_response","correct_Probe_response","correct_Probe_sti_response","correct_Start_HUN","correct_Target_response","correct_Target_response_Prac","correct_Welcome_HUN","correct_count","correct_response","count_Check_This","count_Disable_Mouse","count_EXP","count_First_Fixation","count_First_Fixation_Prac","count_Instruction_DE","count_Instruction_E","count_Instruction_HUN","count_Instruction_NOR","count_Instruction_PL","count_Instruction_SC","count_Instruction_TC","count_Instruction_THAI","count_LAB_SEED","count_Language_Selection","count_List_Select_DE","count_List_Select_E","count_List_Select_HUN","count_List_Select_NOR","count_List_Select_PL","count_List_Select_SC","count_List_Select_TC","count_List_Select_THAI","count_List_Selection","count_Memory_loop","count_Memory_sequence","count_Prac","count_Prac_Count","count_Prac_Reset","count_Prac_Trial","count_Prac_loop","count_Prac_seq","count_Prac_setup","count_Probe","count_Probe_Collect","count_Probe_Prac","count_Probe_Prac_response","count_Probe_import","count_Probe_response","count_Probe_sti","count_Probe_sti_correct","count_Probe_sti_response","count_Probe_sti_wrong","count_STUDY_order","count_Second_Fixation","count_Second_Fixation_Prac","count_Start_DE","count_Start_E","count_Start_HUN","count_Start_NOR","count_Start_PL","count_Start_SC","count_Start_TC","count_Start_THAI","count_Target","count_Target_Prac","count_Target_response","count_Target_response_Prac","count_Target_response_correct","count_Target_response_correct_Prac","count_Target_response_noans","count_Target_response_noans_Prac","count_Target_response_wrong","count_Target_response_wrong_Prac","count_Trial_logger","count_Verification_Break","count_Verification_End","count_Verification_Exp","count_Verification_Prac","count_Verification_Start","count_Verification_Trial","count_Verification_Welcome","count_Verification_loop","count_Welcom_SC","count_Welcom_TC","count_Welcom_THAI","count_Welcome_DE","count_Welcome_E","count_Welcome_HUN","count_Welcome_NOR","count_Welcome_PL","count_presetup","datetime","de","description","disable_garbage_collection","empty_column","en","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","form_var","fullscreen","height","hun","keyboard_backend","live_row","live_row_Prac","live_row_Prac_loop","live_row_Verification_loop","logfile","mouse_backend","nor","opensesame_codename","opensesame_version","pol","rectarget","repeat_cycle","reset_loop","response","response_Instruction_DE","response_Instruction_E","response_Instruction_HUN","response_Instruction_NOR","response_Instruction_PL","response_Instruction_SC","response_Instruction_TC","response_Instruction_THAI","response_Probe_Prac_response","response_Probe_response","response_Probe_sti_response","response_Start_DE","response_Start_E","response_Start_HUN","response_Start_NOR","response_Start_PL","response_Start_SC","response_Start_TC","response_Start_THAI","response_Target_response","response_Target_response_Prac","response_Verification_Break","response_Verification_End","response_Welcom_SC","response_Welcom_TC","response_Welcom_THAI","response_Welcome_DE","response_Welcome_E","response_Welcome_HUN","response_Welcome_NOR","response_Welcome_PL","response_time","response_time_Instruction_DE","response_time_Instruction_E","response_time_Instruction_HUN","response_time_Instruction_NOR","response_time_Instruction_PL","response_time_Instruction_SC","response_time_Instruction_TC","response_time_Instruction_THAI","response_time_Probe_Prac_response","response_time_Probe_response","response_time_Probe_sti_response","response_time_Start_DE","response_time_Start_E","response_time_Start_HUN","response_time_Start_NOR","response_time_Start_PL","response_time_Start_SC","response_time_Start_TC","response_time_Start_THAI","response_time_Target_response","response_time_Target_response_Prac","response_time_Verification_Break","response_time_Verification_End","response_time_Welcom_SC","response_time_Welcom_TC","response_time_Welcom_THAI","response_time_Welcome_DE","response_time_Welcome_E","response_time_Welcome_HUN","response_time_Welcome_NOR","response_time_Welcome_PL","round_decimals","sampler_backend","sc","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","task_order","tc","thai","time_Check_This","time_Disable_Mouse","time_EXP","time_First_Fixation","time_First_Fixation_Prac","time_Instruction_DE","time_Instruction_E","time_Instruction_HUN","time_Instruction_NOR","time_Instruction_PL","time_Instruction_SC","time_Instruction_TC","time_Instruction_THAI","time_LAB_SEED","time_Language_Selection","time_List_Select_DE","time_List_Select_E","time_List_Select_HUN","time_List_Select_NOR","time_List_Select_PL","time_List_Select_SC","time_List_Select_TC","time_List_Select_THAI","time_List_Selection","time_Memory_loop","time_Memory_sequence","time_Prac","time_Prac_Count","time_Prac_Reset","time_Prac_Trial","time_Prac_loop","time_Prac_seq","time_Prac_setup","time_Probe","time_Probe_Collect","time_Probe_Prac","time_Probe_Prac_response","time_Probe_import","time_Probe_response","time_Probe_sti","time_Probe_sti_correct","time_Probe_sti_response","time_Probe_sti_wrong","time_STUDY_order","time_Second_Fixation","time_Second_Fixation_Prac","time_Start_DE","time_Start_E","time_Start_HUN","time_Start_NOR","time_Start_PL","time_Start_SC","time_Start_TC","time_Start_THAI","time_Target","time_Target_Prac","time_Target_response","time_Target_response_Prac","time_Target_response_correct","time_Target_response_correct_Prac","time_Target_response_noans","time_Target_response_noans_Prac","time_Target_response_wrong","time_Target_response_wrong_Prac","time_Trial_logger","time_Verification_Break","time_Verification_End","time_Verification_Exp","time_Verification_Prac","time_Verification_Start","time_Verification_Trial","time_Verification_Welcome","time_Verification_loop","time_Welcom_SC","time_Welcom_TC","time_Welcom_THAI","time_Welcome_DE","time_Welcome_E","time_Welcome_HUN","time_Welcome_NOR","time_Welcome_PL","time_presetup","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"6447","HUN_LIST4.csv","F","F","HUN_Prac1.csv","A taxisofőr átnyújtotta a számlát a panaszkodó utasnak.","knife.jpg","V","50","50","[6, 9, 14, 19, 23, 27, 31, 34, 38, 41, 45]","2766.21428571","2766.21428571","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","0","5","0","5","0","0","0","0","0","5","5","NA","0","NA","NA","NA","NA","0","0","5","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","5","0","5","0","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10/07/19 14:17:58","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","NA","yes","768","yes","legacy","0","1","5","0","SP-132.csv","legacy","no","Kafkaesque Koffka","3.2.4","no","NA","0","0","f","NA","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","f","f","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","943","NA","NA","30134","NA","NA","NA","NA","NA","2546","4371","NA","NA","NA","20556","NA","NA","NA","NA","NA","943","766","NA","NA","NA","NA","NA","NA","NA","10861","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","132","even","Yes","no","no","NA","37600","2025","145448","119386","NA","NA","48465","NA","NA","NA","NA","NA","2025","34253","NA","NA","37585","NA","NA","NA","NA","NA","37585","NA","NA","78612","124708","78634","119384","78634","78633","78612","146451","146451","120388","120389","NA","146451","NA","NA","NA","NA","NA","150824","122937","NA","NA","124763","NA","NA","NA","NA","NA","151326","123439","151327","123440","152273","124208","NA","NA","NA","NA","152773","NA","NA","145332","78612","124761","145446","37600","145332","NA","NA","NA","NA","NA","37602","NA","NA","145332","Orientation_PSA2018","7","38727","14","yes","1024"
"6447","HUN_LIST4.csv","F","F","HUN_Prac1.csv","A virágok, amiket a múlt héten ültettek, túlélték a vihart.","nut.jpg","V","50","50","[6, 9, 14, 19, 23, 27, 31, 34, 38, 41, 45]","2568.375","2568.375","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","NA","0","5","0","5","0","0","0","1","1","5","5","NA","1","NA","NA","NA","NA","0","1","5","0","0","0","0","0","0","0","0","1","5","1","5","1","5","1","5","1","5","1","NA","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","10/07/19 14:17:58","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","NA","yes","768","yes","legacy","1","1","5","1","SP-132.csv","legacy","no","Kafkaesque Koffka","3.2.4","no","NA","0","0","f","NA","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","f","f","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","630","NA","NA","30134","NA","NA","NA","NA","NA","2546","1737","NA","NA","NA","20556","NA","NA","NA","NA","NA","630","766","NA","NA","NA","NA","NA","NA","NA","10861","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","132","even","Yes","no","no","NA","37600","2025","153019","119386","NA","NA","48465","NA","NA","NA","NA","NA","2025","34253","NA","NA","37585","NA","NA","NA","NA","NA","37585","NA","NA","78612","124708","78634","119384","78634","78633","78612","154021","154022","120388","120389","NA","154022","NA","NA","NA","NA","NA","155761","122937","NA","NA","124763","NA","NA","NA","NA","NA","156263","123439","156264","123440","156896","124208","NA","NA","NA","NA","157396","NA","NA","145332","78612","124761","153017","37600","145332","NA","NA","NA","NA","NA","37602","NA","NA","145332","Orientation_PSA2018","8","41094","16","yes","1024"
"6447","HUN_LIST4.csv","F","F","HUN_Prac1.csv","Denise vett egy jegyet a metróra.","sutcse.jpg","V","50","50","[6, 9, 14, 19, 23, 27, 31, 34, 38, 41, 45]","2425.61111111","2425.61111111","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","NA","0","5","0","5","0","0","0","2","2","5","5","NA","2","NA","NA","NA","NA","0","2","5","0","0","0","0","0","0","0","0","2","5","2","5","2","5","2","5","2","5","2","NA","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","10/07/19 14:17:58","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","NA","yes","768","yes","legacy","2","1","5","2","SP-132.csv","legacy","no","Kafkaesque Koffka","3.2.4","no","NA","0","0","f","NA","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","f","f","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","671","NA","NA","30134","NA","NA","NA","NA","NA","2546","1896","NA","NA","NA","20556","NA","NA","NA","NA","NA","671","766","NA","NA","NA","NA","NA","NA","NA","10861","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","132","even","Yes","no","no","NA","37600","2025","157556","119386","NA","NA","48465","NA","NA","NA","NA","NA","2025","34253","NA","NA","37585","NA","NA","NA","NA","NA","37585","NA","NA","78612","124708","78634","119384","78634","78633","78612","158557","158557","120388","120389","NA","158558","NA","NA","NA","NA","NA","160457","122937","NA","NA","124763","NA","NA","NA","NA","NA","160960","123439","160960","123440","161633","124208","NA","NA","NA","NA","162133","NA","NA","145332","78612","124761","157554","37600","145332","NA","NA","NA","NA","NA","37602","NA","NA","145332","Orientation_PSA2018","9","43661","18","yes","1024"
"6447","HUN_LIST4.csv","F","F","HUN_Prac1.csv","Az edző mérgében a földhöz vágta a vizesüveget.","ftball.jpg","V","50","50","[6, 9, 14, 19, 23, 27, 31, 34, 38, 41, 45]","2351.6","2351.6","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","NA","0","5","0","5","0","0","0","3","3","5","5","NA","3","NA","NA","NA","NA","0","3","5","0","0","0","0","0","0","0","0","3","5","3","5","3","5","3","5","3","5","3","NA","3","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","10/07/19 14:17:58","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","NA","yes","768","yes","legacy","3","1","5","3","SP-132.csv","legacy","no","Kafkaesque Koffka","3.2.4","no","NA","0","0","f","NA","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","f","f","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","759","NA","NA","30134","NA","NA","NA","NA","NA","2546","2612","NA","NA","NA","20556","NA","NA","NA","NA","NA","759","766","NA","NA","NA","NA","NA","NA","NA","10861","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","132","even","Yes","no","no","NA","37600","2025","162295","119386","NA","NA","48465","NA","NA","NA","NA","NA","2025","34253","NA","NA","37585","NA","NA","NA","NA","NA","37585","NA","NA","78612","124708","78634","119384","78634","78633","78612","163297","163298","120388","120389","NA","163298","NA","NA","NA","NA","NA","165912","122937","NA","NA","124763","NA","NA","NA","NA","NA","166414","123439","166415","123440","167176","124208","NA","NA","NA","NA","167676","NA","NA","145332","78612","124761","162293","37600","145332","NA","NA","NA","NA","NA","37602","NA","NA","145332","Orientation_PSA2018","10","47032","20","yes","1024"
"6447","HUN_LIST4.csv","Y","H","HUN_Prac1.csv","Jim arra készült, hogy becsavarja a csavart a szekrény oldalába.","screwH.jpg","V","50","50","[6, 9, 14, 19, 23, 27, 31, 34, 38, 41, 45]","2291.13636364","2291.13636364","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","j","0","0","0","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","NA","0","5","0","5","0","0","0","4","4","5","5","NA","4","NA","NA","NA","NA","0","4","5","0","0","0","0","0","0","0","0","4","5","4","5","4","5","4","5","4","5","4","NA","4","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","10/07/19 14:17:58","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","NA","yes","768","yes","legacy","4","1","5","4","SP-132.csv","legacy","no","Kafkaesque Koffka","3.2.4","no","NA","0","0","j","NA","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","j","f","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","838","NA","NA","30134","NA","NA","NA","NA","NA","2546","2535","NA","NA","NA","20556","NA","NA","NA","NA","NA","838","766","NA","NA","NA","NA","NA","NA","NA","10861","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","132","even","Yes","no","no","NA","37600","2025","167844","119386","NA","NA","48465","NA","NA","NA","NA","NA","2025","34253","NA","NA","37585","NA","NA","NA","NA","NA","37585","NA","NA","78612","124708","78634","119384","78634","78633","78612","168846","168847","120388","120389","NA","168847","NA","NA","NA","NA","NA","171385","122937","NA","NA","124763","NA","NA","NA","NA","NA","171887","123439","171888","123440","172728","124208","NA","NA","NA","NA","173228","NA","NA","145332","78612","124761","167842","37600","145332","NA","NA","NA","NA","NA","37602","NA","NA","145332","Orientation_PSA2018","11","50405","22","yes","1024"
"6447","HUN_LIST4.csv","F","F","HUN_Prac1.csv","A síelő levette a kesztyűjét az üdítő csúszás után.","couch.jpg","V","50","50","[6, 9, 14, 19, 23, 27, 31, 34, 38, 41, 45]","2236.58333333","2236.58333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","f","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","NA","0","5","0","5","0","0","0","5","5","5","5","NA","5","NA","NA","NA","NA","0","5","5","0","0","0","0","0","0","0","0","5","5","5","5","5","5","5","5","5","5","5","NA","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","10/07/19 14:17:58","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","NA","yes","768","yes","legacy","5","1","5","5","SP-132.csv","legacy","no","Kafkaesque Koffka","3.2.4","no","NA","0","0","f","NA","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","f","f","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","623","NA","NA","30134","NA","NA","NA","NA","NA","2546","2650","NA","NA","NA","20556","NA","NA","NA","NA","NA","623","766","NA","NA","NA","NA","NA","NA","NA","10861","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","132","even","Yes","no","no","NA","37600","2025","173393","119386","NA","NA","48465","NA","NA","NA","NA","NA","2025","34253","NA","NA","37585","NA","NA","NA","NA","NA","37585","NA","NA","78612","124708","78634","119384","78634","78633","78612","174395","174396","120388","120389","NA","174396","NA","NA","NA","NA","NA","177048","122937","NA","NA","124763","NA","NA","NA","NA","NA","177550","123439","177551","123440","178177","124208","NA","NA","NA","NA","178677","NA","NA","145332","78612","124761","173391","37600","145332","NA","NA","NA","NA","NA","37602","NA","NA","145332","Orientation_PSA2018","12","53678","24","yes","1024"
"6447","HUN_LIST4.csv","Y","H","HUN_Prac1.csv","Becca az ollót használta, hogy a neve kezdőbetűit a fába vésse.","scssorH.jpg","V","50","50","[6, 9, 14, 19, 23, 27, 31, 34, 38, 41, 45]","2177.92307692","2177.92307692","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","NA","undefined","1","1","undefined","6","j","0","0","0","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","NA","0","5","0","5","0","0","0","6","6","5","5","NA","6","NA","NA","NA","NA","0","6","5","0","0","0","0","0","0","0","0","6","5","6","5","6","5","6","5","6","5","6","NA","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","10/07/19 14:17:58","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","NA","yes","768","yes","legacy","6","1","5","6","SP-132.csv","legacy","no","Kafkaesque Koffka","3.2.4","no","NA","0","0","j","NA","NA","space","NA","NA","NA","NA","NA","space","space","NA","NA","NA","space","NA","NA","NA","NA","NA","j","f","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","686","NA","NA","30134","NA","NA","NA","NA","NA","2546","2262","NA","NA","NA","20556","NA","NA","NA","NA","NA","686","766","NA","NA","NA","NA","NA","NA","NA","10861","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","132","even","Yes","no","no","NA","37600","2025","178845","119386","NA","NA","48465","NA","NA","NA","NA","NA","2025","34253","NA","NA","37585","NA","NA","NA","NA","NA","37585","NA","NA","78612","124708","78634","119384","78634","78633","78612","179847","179848","120388","120389","NA","179848","NA","NA","NA","NA","NA","182113","122937","NA","NA","124763","NA","NA","NA","NA","NA","182615","123439","182616","123440","183305","124208","NA","NA","NA","NA","183805","NA","NA","145332","78612","124761","178843","37600","145332","NA","NA","NA","NA","NA","37602","NA","NA","145332","Orientation_PSA2018","13","56626","26","yes","1024"
"6447","HUN_LIST4.csv","Y","H","HUN_Prac1.csv","Becca az ollót használta, hogy a neve kezdőbetűit a fába vésse.","scssorH.jpg","M","51.8518518519","51.8518518519","[6, 9, 14, 19, 23, 27, 31, 34, 38, 41, 45]","2306.33333333","2306.33333333","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","1","undefined","1","1","undefined","6","j","0","0","0","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","5","0","5","0","0","0","6","6","5","5","0","6","0","0","0","0","0","6","5","0","0","0","0","0","0","0","0","6","5","6","5","6","5","6","5","6","5","7","NA","6","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","10/07/19 14:17:58","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","NA","yes","768","yes","legacy","0","1","5","6","SP-132.csv","legacy","no","Kafkaesque Koffka","3.2.4","no","Jim arra készült, hogy becsavarja a csavart a szekrény oldalába.","0","0","j","NA","NA","space","NA","NA","NA","NA","NA","space","space","j","NA","NA","space","NA","NA","NA","NA","NA","j","f","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","5645","NA","NA","30134","NA","NA","NA","NA","NA","2546","2262","5645","NA","NA","20556","NA","NA","NA","NA","NA","686","766","NA","NA","NA","NA","NA","NA","NA","10861","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","132","even","Yes","no","no","NA","37600","2025","178845","119386","NA","NA","48465","NA","NA","NA","NA","NA","2025","34253","NA","NA","37585","NA","NA","NA","NA","NA","37585","183853","183927","78612","124708","78634","119384","78634","78633","78612","179847","179848","120388","120389","183927","179848","183929","189577","183929","NA","NA","182113","122937","NA","NA","124763","NA","NA","NA","NA","NA","182615","123439","182616","123440","183305","124208","NA","NA","NA","NA","190077","NA","NA","145332","78612","124761","178843","37600","145332","NA","NA","NA","NA","NA","37602","NA","NA","145332","Orientation_PSA2018","14","62271","27","yes","1024"
"6447","HUN_LIST4.csv","N","H","HUN_Prac1.csv","Rick sietve bedugta a ceruzáját az asztalfiókba.","pencilV.jpg","V","51.724137931","51.724137931","[6, 9, 14, 19, 23, 27, 31, 34, 38, 41, 45]","2310.37931034","2310.37931034","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","1","undefined","1","1","undefined","6","j","0","0","0","7","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","5","0","5","0","0","0","7","7","5","5","0","7","0","0","0","0","0","7","5","0","0","0","0","0","0","0","0","7","5","7","5","7","5","7","5","7","5","8","NA","7","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","10/07/19 14:17:58","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","NA","yes","768","yes","legacy","7","1","5","7","SP-132.csv","legacy","no","Kafkaesque Koffka","3.2.4","no","Jim arra készült, hogy becsavarja a csavart a szekrény oldalába.","0","0","j","NA","NA","space","NA","NA","NA","NA","NA","space","space","j","NA","NA","space","NA","NA","NA","NA","NA","j","f","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","1878","NA","NA","30134","NA","NA","NA","NA","NA","2546","2852","5645","NA","NA","20556","NA","NA","NA","NA","NA","1878","766","NA","NA","NA","NA","NA","NA","NA","10861","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","132","even","Yes","no","no","NA","37600","2025","190263","119386","NA","NA","48465","NA","NA","NA","NA","NA","2025","34253","NA","NA","37585","NA","NA","NA","NA","NA","37585","183853","183927","78612","124708","78634","119384","78634","78633","78612","191265","191266","120388","120389","183927","191266","183929","189577","183929","NA","NA","194120","122937","NA","NA","124763","NA","NA","NA","NA","NA","194623","123439","194623","123440","196504","124208","197007","NA","NA","NA","197507","NA","NA","145332","78612","124761","190261","37600","145332","NA","NA","NA","NA","NA","37602","NA","NA","145332","Orientation_PSA2018","15","67001","29","yes","1024"
"6447","HUN_LIST4.csv","F","F","HUN_Prac1.csv","Az idegenvezető az amfiteátrum tetejéhez vezette csoportját.","wndmil.jpg","V","51.6129032258","51.6129032258","[6, 9, 14, 19, 23, 27, 31, 34, 38, 41, 45]","2293","2293","#ffffff","yes","legacy","legacy","legacy","0","uniform","1","undefined","0","0","1","undefined","1","1","undefined","6","f","0","0","0","8","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","5","0","5","0","0","0","8","8","5","5","0","8","0","0","0","0","0","8","5","0","0","0","0","0","0","0","0","8","5","8","5","8","5","8","5","8","5","9","NA","8","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","10/07/19 14:17:58","no","Matching Tasks","yes","","no","OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp","C:\Users\User\Desktop\PSA","no","chinese-japanese-korean","no","18","no","#0000ff","no","Magyar","NA","yes","768","yes","legacy","8","1","5","8","SP-132.csv","legacy","no","Kafkaesque Koffka","3.2.4","no","Jim arra készült, hogy becsavarja a csavart a szekrény oldalába.","0","0","f","NA","NA","space","NA","NA","NA","NA","NA","space","space","j","NA","NA","space","NA","NA","NA","NA","NA","f","f","NA","NA","NA","NA","NA","NA","NA","space","NA","NA","631","NA","NA","30134","NA","NA","NA","NA","NA","2546","3451","5645","NA","NA","20556","NA","NA","NA","NA","NA","631","766","NA","NA","NA","NA","NA","NA","NA","10861","NA","NA","2","legacy","no","1024","2","48000","-16","EXP","132","even","Yes","no","no","NA","37600","2025","197671","119386","NA","NA","48465","NA","NA","NA","NA","NA","2025","34253","NA","NA","37585","NA","NA","NA","NA","NA","37585","183853","183927","78612","124708","78634","119384","78634","78633","78612","198673","198674","120388","120389","183927","198674","183929","189577","183929","NA","NA","202128","122937","NA","NA","124763","NA","NA","NA","NA","NA","202630","123439","202631","123440","203264","124208","197007","NA","NA","NA","203764","NA","NA","145332","78612","124761","197669","37600","145332","NA","NA","NA","NA","NA","37602","NA","NA","145332","Orientation_PSA2018","16","71083","31","yes","1024"
