LAB_SEED,List,Match,Orientation,PList,Probe,Target,Task,acc,accuracy,alt_task,average_response_time,avg_rt,background,bidi,canvas_backend,clock_backend,color_backend,compensation,coordinates,correct,correct_Instruction_SC,correct_Probe_Prac_response,correct_Probe_response,correct_Probe_sti_response,correct_Start_SC,correct_Target_response,correct_Target_response_Prac,correct_Welcom_SC,correct_count,correct_response,count_Check_This,count_Disable_Mouse,count_EN_selection,count_EXP,count_First_Fixation,count_First_Fixation_Prac,count_Instruction_DE,count_Instruction_E,count_Instruction_HUN,count_Instruction_NOR,count_Instruction_PL,count_Instruction_SC,count_Instruction_TC,count_Instruction_THAI,count_Instruction_TUR,count_LAB_SEED,count_Language_Selection,count_List_Select_DE,count_List_Select_E,count_List_Select_HUN,count_List_Select_NOR,count_List_Select_PL,count_List_Select_SC,count_List_Select_TC,count_List_Select_THAI,count_List_Select_TUR,count_List_Selection,count_Memory_loop,count_Memory_sequence,count_Prac,count_Prac_Count,count_Prac_Reset,count_Prac_Trial,count_Prac_loop,count_Prac_seq,count_Prac_setup,count_Probe,count_Probe_Collect,count_Probe_Prac,count_Probe_Prac_response,count_Probe_import,count_Probe_response,count_Probe_sti,count_Probe_sti_correct,count_Probe_sti_response,count_Probe_sti_wrong,count_STUDY_order,count_Second_Fixation,count_Second_Fixation_Prac,count_Start_DE,count_Start_E,count_Start_HUN,count_Start_NOR,count_Start_PL,count_Start_SC,count_Start_TC,count_Start_THAI,count_Start_TUR,count_Target,count_Target_Prac,count_Target_response,count_Target_response_Prac,count_Target_response_correct,count_Target_response_correct_Prac,count_Target_response_noans,count_Target_response_noans_Prac,count_Target_response_wrong,count_Target_response_wrong_Prac,count_Trial_logger,count_Verification_Break,count_Verification_End,count_Verification_Exp,count_Verification_Prac,count_Verification_Start,count_Verification_Trial,count_Verification_Welcome,count_Verification_loop,count_Welcom_SC,count_Welcom_TC,count_Welcom_THAI,count_Welcom_TUR,count_Welcome_DE,count_Welcome_E,count_Welcome_HUN,count_Welcome_NOR,count_Welcome_PL,count_presetup,datetime,de,description,disable_garbage_collection,empty_column,en,en1,en2,experiment_file,experiment_path,font_bold,font_family,font_italic,font_size,font_underline,foreground,form_clicks,form_response,fullscreen,height,hun,keyboard_backend,live_row,live_row_Prac,live_row_Prac_loop,live_row_Verification_loop,logfile,mouse_backend,nor,opensesame_codename,opensesame_version,pol,rectarget,repeat_cycle,reset_loop,response,response_Instruction_DE,response_Instruction_E,response_Instruction_HUN,response_Instruction_NOR,response_Instruction_PL,response_Instruction_SC,response_Instruction_TC,response_Instruction_THAI,response_Instruction_TUR,response_Probe_Prac_response,response_Probe_response,response_Probe_sti_response,response_Start_DE,response_Start_E,response_Start_HUN,response_Start_NOR,response_Start_PL,response_Start_SC,response_Start_TC,response_Start_THAI,response_Start_TUR,response_Target_response,response_Target_response_Prac,response_Verification_Break,response_Verification_End,response_Welcom_SC,response_Welcom_TC,response_Welcom_THAI,response_Welcom_TUR,response_Welcome_DE,response_Welcome_E,response_Welcome_HUN,response_Welcome_NOR,response_Welcome_PL,response_time,response_time_Instruction_DE,response_time_Instruction_E,response_time_Instruction_HUN,response_time_Instruction_NOR,response_time_Instruction_PL,response_time_Instruction_SC,response_time_Instruction_TC,response_time_Instruction_THAI,response_time_Instruction_TUR,response_time_Probe_Prac_response,response_time_Probe_response,response_time_Probe_sti_response,response_time_Start_DE,response_time_Start_E,response_time_Start_HUN,response_time_Start_NOR,response_time_Start_PL,response_time_Start_SC,response_time_Start_TC,response_time_Start_THAI,response_time_Start_TUR,response_time_Target_response,response_time_Target_response_Prac,response_time_Verification_Break,response_time_Verification_End,response_time_Welcom_SC,response_time_Welcom_TC,response_time_Welcom_THAI,response_time_Welcom_TUR,response_time_Welcome_DE,response_time_Welcome_E,response_time_Welcome_HUN,response_time_Welcome_NOR,response_time_Welcome_PL,round_decimals,sampler_backend,sc,sound_buf_size,sound_channels,sound_freq,sound_sample_size,start,subject_nr,subject_parity,task_order,tc,thai,time_Check_This,time_Disable_Mouse,time_EN_selection,time_EXP,time_First_Fixation,time_First_Fixation_Prac,time_Instruction_DE,time_Instruction_E,time_Instruction_HUN,time_Instruction_NOR,time_Instruction_PL,time_Instruction_SC,time_Instruction_TC,time_Instruction_THAI,time_Instruction_TUR,time_LAB_SEED,time_Language_Selection,time_List_Select_DE,time_List_Select_E,time_List_Select_HUN,time_List_Select_NOR,time_List_Select_PL,time_List_Select_SC,time_List_Select_TC,time_List_Select_THAI,time_List_Select_TUR,time_List_Selection,time_Memory_loop,time_Memory_sequence,time_Prac,time_Prac_Count,time_Prac_Reset,time_Prac_Trial,time_Prac_loop,time_Prac_seq,time_Prac_setup,time_Probe,time_Probe_Collect,time_Probe_Prac,time_Probe_Prac_response,time_Probe_import,time_Probe_response,time_Probe_sti,time_Probe_sti_correct,time_Probe_sti_response,time_Probe_sti_wrong,time_STUDY_order,time_Second_Fixation,time_Second_Fixation_Prac,time_Start_DE,time_Start_E,time_Start_HUN,time_Start_NOR,time_Start_PL,time_Start_SC,time_Start_TC,time_Start_THAI,time_Start_TUR,time_Target,time_Target_Prac,time_Target_response,time_Target_response_Prac,time_Target_response_correct,time_Target_response_correct_Prac,time_Target_response_noans,time_Target_response_noans_Prac,time_Target_response_wrong,time_Target_response_wrong_Prac,time_Trial_logger,time_Verification_Break,time_Verification_End,time_Verification_Exp,time_Verification_Prac,time_Verification_Start,time_Verification_Trial,time_Verification_Welcome,time_Verification_loop,time_Welcom_SC,time_Welcom_TC,time_Welcom_THAI,time_Welcom_TUR,time_Welcome_DE,time_Welcome_E,time_Welcome_HUN,time_Welcome_NOR,time_Welcome_PL,time_presetup,title,total_correct,total_response_time,total_responses,tur,uniform_coordinates,width
5316,SC_List01.csv,Y,V,SC_Prac2.csv,木匠把钉子钉进了地板。,nailV.jpg,V,50,50,"[5, 11, 14, 18, 22, 25, 30, 35, 37, 41, 45]",2591.28571429,2591.28571429,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,undefined,0,0,NA,undefined,1,1,undefined,6,j,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,5,0,5,0,0,0,0,0,5,5,NA,0,NA,NA,NA,NA,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/20/19 09:54:37,no,Matching Tasks,yes,,no,no,no,OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp,C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts,no,chinese-japanese-korean,no,18,no,#0000ff,no,简体中文,yes,768,no,legacy,0,1,5,0,C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-47.csv,legacy,no,Kafkaesque Koffka,3.2.8,no,NA,0,0,j,NA,NA,NA,NA,NA,j,NA,NA,NA,space,space,NA,NA,NA,NA,NA,NA,space,NA,NA,NA,j,j,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,690,NA,NA,NA,NA,NA,445623,NA,NA,NA,2584,5141,NA,NA,NA,NA,NA,NA,14317,NA,NA,NA,690,584,NA,NA,5075,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,yes,1024,2,48000,-16,EXP,47,odd,Yes,no,no,NA,31532,NA,9608,541067,521320,NA,NA,NA,NA,NA,36612,NA,NA,NA,9613,30100,NA,NA,NA,NA,NA,31518,NA,NA,NA,31518,NA,NA,482247,526500,482266,521318,482266,482266,482247,542072,542072,522324,522325,NA,542073,NA,NA,NA,NA,NA,547217,524911,NA,NA,NA,NA,NA,526578,NA,NA,NA,547722,525412,547723,525413,548415,526000,NA,495712,NA,NA,548915,NA,NA,540908,482247,526575,541065,31533,540908,31534,NA,NA,NA,NA,NA,NA,NA,NA,540908,Orientation_PSA2018,7,36278,14,no,yes,1024
5316,SC_List01.csv,F,F,SC_Prac2.csv,贾斯丁出现在阳台的一瞬间粉丝们便开始尖叫。,wrench.jpg,V,50,50,"[5, 11, 14, 18, 22, 25, 30, 35, 37, 41, 45]",2489.125,2489.125,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,undefined,0,0,NA,undefined,1,1,undefined,6,f,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,5,0,5,0,0,0,1,1,5,5,NA,1,NA,NA,NA,NA,0,1,5,0,0,0,0,0,0,0,0,0,1,5,1,5,1,5,1,5,1,5,1,NA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12/20/19 09:54:37,no,Matching Tasks,yes,,no,no,no,OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp,C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts,no,chinese-japanese-korean,no,18,no,#0000ff,no,简体中文,yes,768,no,legacy,1,1,5,1,C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-47.csv,legacy,no,Kafkaesque Koffka,3.2.8,no,NA,0,0,f,NA,NA,NA,NA,NA,j,NA,NA,NA,space,space,NA,NA,NA,NA,NA,NA,space,NA,NA,NA,f,j,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,835,NA,NA,NA,NA,NA,445623,NA,NA,NA,2584,2713,NA,NA,NA,NA,NA,NA,14317,NA,NA,NA,835,584,NA,NA,5075,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,yes,1024,2,48000,-16,EXP,47,odd,Yes,no,no,NA,31532,NA,9608,549163,521320,NA,NA,NA,NA,NA,36612,NA,NA,NA,9613,30100,NA,NA,NA,NA,NA,31518,NA,NA,NA,31518,NA,NA,482247,526500,482266,521318,482266,482266,482247,550166,550166,522324,522325,NA,550166,NA,NA,NA,NA,NA,552882,524911,NA,NA,NA,NA,NA,526578,NA,NA,NA,553385,525412,553386,525413,554223,526000,NA,495712,NA,NA,554723,NA,NA,540908,482247,526575,549161,31533,540908,31534,NA,NA,NA,NA,NA,NA,NA,NA,540908,Orientation_PSA2018,8,39826,16,no,yes,1024
5316,SC_List01.csv,F,F,SC_Prac2.csv,在公园里一头野牛冲向他们。,ring.jpg,V,50,50,"[5, 11, 14, 18, 22, 25, 30, 35, 37, 41, 45]",2350,2350,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,undefined,0,0,NA,undefined,1,1,undefined,6,f,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,5,0,5,0,0,0,2,2,5,5,NA,2,NA,NA,NA,NA,0,2,5,0,0,0,0,0,0,0,0,0,2,5,2,5,2,5,2,5,2,5,2,NA,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12/20/19 09:54:37,no,Matching Tasks,yes,,no,no,no,OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp,C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts,no,chinese-japanese-korean,no,18,no,#0000ff,no,简体中文,yes,768,no,legacy,2,1,5,2,C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-47.csv,legacy,no,Kafkaesque Koffka,3.2.8,no,NA,0,0,f,NA,NA,NA,NA,NA,j,NA,NA,NA,space,space,NA,NA,NA,NA,NA,NA,space,NA,NA,NA,f,j,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,962,NA,NA,NA,NA,NA,445623,NA,NA,NA,2584,1512,NA,NA,NA,NA,NA,NA,14317,NA,NA,NA,962,584,NA,NA,5075,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,yes,1024,2,48000,-16,EXP,47,odd,Yes,no,no,NA,31532,NA,9608,554950,521320,NA,NA,NA,NA,NA,36612,NA,NA,NA,9613,30100,NA,NA,NA,NA,NA,31518,NA,NA,NA,31518,NA,NA,482247,526500,482266,521318,482266,482266,482247,555953,555953,522324,522325,NA,555953,NA,NA,NA,NA,NA,557469,524911,NA,NA,NA,NA,NA,526578,NA,NA,NA,557974,525412,557976,525413,558941,526000,NA,495712,NA,NA,559441,NA,NA,540908,482247,526575,554947,31533,540908,31534,NA,NA,NA,NA,NA,NA,NA,NA,540908,Orientation_PSA2018,9,42300,18,no,yes,1024
5316,SC_List01.csv,N,H,SC_Prac2.csv,这只毛毛虫沿着树枝缓慢地前进。,caterpillarV.jpg,V,50,50,"[5, 11, 14, 18, 22, 25, 30, 35, 37, 41, 45]",2382.8,2382.8,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,undefined,0,0,NA,undefined,1,1,undefined,6,j,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA,0,5,0,5,0,0,0,3,3,5,5,NA,3,NA,NA,NA,NA,0,3,5,0,0,0,0,0,0,0,0,0,3,5,3,5,3,5,3,5,3,5,3,NA,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12/20/19 09:54:37,no,Matching Tasks,yes,,no,no,no,OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp,C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts,no,chinese-japanese-korean,no,18,no,#0000ff,no,简体中文,yes,768,no,legacy,3,1,5,3,C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-47.csv,legacy,no,Kafkaesque Koffka,3.2.8,no,NA,0,0,j,NA,NA,NA,NA,NA,j,NA,NA,NA,space,space,NA,NA,NA,NA,NA,NA,space,NA,NA,NA,j,j,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,652,NA,NA,NA,NA,NA,445623,NA,NA,NA,2584,4704,NA,NA,NA,NA,NA,NA,14317,NA,NA,NA,652,584,NA,NA,5075,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,yes,1024,2,48000,-16,EXP,47,odd,Yes,no,no,NA,31532,NA,9608,559732,521320,NA,NA,NA,NA,NA,36612,NA,NA,NA,9613,30100,NA,NA,NA,NA,NA,31518,NA,NA,NA,31518,NA,NA,482247,526500,482266,521318,482266,482266,482247,560734,560734,522324,522325,NA,560734,NA,NA,NA,NA,NA,565441,524911,NA,NA,NA,NA,NA,526578,NA,NA,NA,565943,525412,565943,525413,566597,526000,NA,495712,NA,NA,567097,NA,NA,540908,482247,526575,559730,31533,540908,31534,NA,NA,NA,NA,NA,NA,NA,NA,540908,Orientation_PSA2018,10,47656,20,no,yes,1024
5316,SC_List01.csv,Y,H,SC_Prac2.csv,詹妮拿起扫把假装骑马，绕着房间到处转。,broomH.jpg,V,50,50,"[5, 11, 14, 18, 22, 25, 30, 35, 37, 41, 45]",2346.09090909,2346.09090909,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,undefined,0,0,NA,undefined,1,1,undefined,6,j,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,5,0,5,0,0,0,4,4,5,5,NA,4,NA,NA,NA,NA,0,4,5,0,0,0,0,0,0,0,0,0,4,5,4,5,4,5,4,5,4,5,4,NA,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12/20/19 09:54:37,no,Matching Tasks,yes,,no,no,no,OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp,C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts,no,chinese-japanese-korean,no,18,no,#0000ff,no,简体中文,yes,768,no,legacy,4,1,5,4,C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-47.csv,legacy,no,Kafkaesque Koffka,3.2.8,no,NA,0,0,j,NA,NA,NA,NA,NA,j,NA,NA,NA,space,space,NA,NA,NA,NA,NA,NA,space,NA,NA,NA,j,j,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,533,NA,NA,NA,NA,NA,445623,NA,NA,NA,2584,3425,NA,NA,NA,NA,NA,NA,14317,NA,NA,NA,533,584,NA,NA,5075,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,yes,1024,2,48000,-16,EXP,47,odd,Yes,no,no,NA,31532,NA,9608,567322,521320,NA,NA,NA,NA,NA,36612,NA,NA,NA,9613,30100,NA,NA,NA,NA,NA,31518,NA,NA,NA,31518,NA,NA,482247,526500,482266,521318,482266,482266,482247,568327,568327,522324,522325,NA,568328,NA,NA,NA,NA,NA,571756,524911,NA,NA,NA,NA,NA,526578,NA,NA,NA,572260,525412,572262,525413,572797,526000,NA,495712,NA,NA,573297,NA,NA,540908,482247,526575,567320,31533,540908,31534,NA,NA,NA,NA,NA,NA,NA,NA,540908,Orientation_PSA2018,11,51614,22,no,yes,1024
5316,SC_List01.csv,Y,V,SC_Prac2.csv,麦克架好吉他，准备为音乐会暖场。,guitarV.jpg,V,50,50,"[5, 11, 14, 18, 22, 25, 30, 35, 37, 41, 45]",2236.58333333,2236.58333333,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,undefined,0,0,NA,undefined,1,1,undefined,6,j,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,0,5,0,5,0,0,0,5,5,5,5,NA,5,NA,NA,NA,NA,0,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,NA,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12/20/19 09:54:37,no,Matching Tasks,yes,,no,no,no,OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp,C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts,no,chinese-japanese-korean,no,18,no,#0000ff,no,简体中文,yes,768,no,legacy,5,1,5,5,C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-47.csv,legacy,no,Kafkaesque Koffka,3.2.8,no,NA,0,0,j,NA,NA,NA,NA,NA,j,NA,NA,NA,space,space,NA,NA,NA,NA,NA,NA,space,NA,NA,NA,j,j,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,433,NA,NA,NA,NA,NA,445623,NA,NA,NA,2584,1631,NA,NA,NA,NA,NA,NA,14317,NA,NA,NA,433,584,NA,NA,5075,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,yes,1024,2,48000,-16,EXP,47,odd,Yes,no,no,NA,31532,NA,9608,573530,521320,NA,NA,NA,NA,NA,36612,NA,NA,NA,9613,30100,NA,NA,NA,NA,NA,31518,NA,NA,NA,31518,NA,NA,482247,526500,482266,521318,482266,482266,482247,574535,574535,522324,522325,NA,574536,NA,NA,NA,NA,NA,576169,524911,NA,NA,NA,NA,NA,526578,NA,NA,NA,576674,525412,576675,525413,577111,526000,NA,495712,NA,NA,577611,NA,NA,540908,482247,526575,573527,31533,540908,31534,NA,NA,NA,NA,NA,NA,NA,NA,540908,Orientation_PSA2018,12,53678,24,no,yes,1024
5316,SC_List01.csv,Y,V,SC_Prac2.csv,麦克架好吉他，准备为音乐会暖场。,guitarV.jpg,M,48,48,"[5, 11, 14, 18, 22, 25, 30, 35, 37, 41, 45]",2287.08,2287.08,#ffffff,yes,legacy,legacy,legacy,0,uniform,0,undefined,0,0,0,undefined,1,1,undefined,6,f,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,5,5,5,5,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,6,NA,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12/20/19 09:54:37,no,Matching Tasks,yes,,no,no,no,OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp,C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts,no,chinese-japanese-korean,no,18,no,#0000ff,no,简体中文,yes,768,no,legacy,0,1,5,5,C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-47.csv,legacy,no,Kafkaesque Koffka,3.2.8,no,在公园里一头野牛冲向他们。,0,0,j,NA,NA,NA,NA,NA,j,NA,NA,NA,space,space,j,NA,NA,NA,NA,NA,space,NA,NA,NA,j,j,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,3499,NA,NA,NA,NA,NA,445623,NA,NA,NA,2584,1631,3499,NA,NA,NA,NA,NA,14317,NA,NA,NA,433,584,NA,NA,5075,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,yes,1024,2,48000,-16,EXP,47,odd,Yes,no,no,NA,31532,NA,9608,573530,521320,NA,NA,NA,NA,NA,36612,NA,NA,NA,9613,30100,NA,NA,NA,NA,NA,31518,NA,NA,NA,31518,577660,577754,482247,526500,482266,521318,482266,482266,482247,574535,574535,522324,522325,577755,574536,577757,NA,577757,581259,NA,576169,524911,NA,NA,NA,NA,NA,526578,NA,NA,NA,576674,525412,576675,525413,577111,526000,NA,495712,NA,NA,582759,NA,NA,540908,482247,526575,573527,31533,540908,31534,NA,NA,NA,NA,NA,NA,NA,NA,540908,Orientation_PSA2018,12,57177,25,no,yes,1024
5316,SC_List01.csv,Y,V,SC_Prac2.csv,弗兰克把熨斗放回架子上，希望自己不会迟到。,ironV.jpg,V,48.1481481481,48.1481481481,"[5, 11, 14, 18, 22, 25, 30, 35, 37, 41, 45]",2264.77777778,2264.77777778,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,undefined,0,0,0,undefined,1,1,undefined,6,j,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,5,0,0,0,6,6,5,5,0,6,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,6,5,6,5,6,5,6,5,6,5,7,NA,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,12/20/19 09:54:37,no,Matching Tasks,yes,,no,no,no,OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp,C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts,no,chinese-japanese-korean,no,18,no,#0000ff,no,简体中文,yes,768,no,legacy,6,1,5,6,C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-47.csv,legacy,no,Kafkaesque Koffka,3.2.8,no,在公园里一头野牛冲向他们。,0,0,j,NA,NA,NA,NA,NA,j,NA,NA,NA,space,space,j,NA,NA,NA,NA,NA,space,NA,NA,NA,j,j,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,638,NA,NA,NA,NA,NA,445623,NA,NA,NA,2584,3334,3499,NA,NA,NA,NA,NA,14317,NA,NA,NA,638,584,NA,NA,5075,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,yes,1024,2,48000,-16,EXP,47,odd,Yes,no,no,NA,31532,NA,9608,582987,521320,NA,NA,NA,NA,NA,36612,NA,NA,NA,9613,30100,NA,NA,NA,NA,NA,31518,NA,NA,NA,31518,577660,577754,482247,526500,482266,521318,482266,482266,482247,583989,583989,522324,522325,577755,583989,577757,NA,577757,581259,NA,587326,524911,NA,NA,NA,NA,NA,526578,NA,NA,NA,587831,525412,587833,525413,588474,526000,NA,495712,NA,NA,588974,NA,NA,540908,482247,526575,582983,31533,540908,31534,NA,NA,NA,NA,NA,NA,NA,NA,540908,Orientation_PSA2018,13,61149,27,no,yes,1024
5316,SC_List01.csv,N,V,SC_Prac2.csv,那个年轻的丈夫准备把备用的轮胎装到车轮上。,tireH.jpg,V,48.275862069,48.275862069,"[5, 11, 14, 18, 22, 25, 30, 35, 37, 41, 45]",2249.4137931,2249.4137931,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,undefined,0,0,0,undefined,1,1,undefined,6,j,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,5,0,0,0,7,7,5,5,0,7,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,7,5,7,5,7,5,7,5,7,5,8,NA,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12/20/19 09:54:37,no,Matching Tasks,yes,,no,no,no,OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp,C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts,no,chinese-japanese-korean,no,18,no,#0000ff,no,简体中文,yes,768,no,legacy,7,1,5,7,C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-47.csv,legacy,no,Kafkaesque Koffka,3.2.8,no,在公园里一头野牛冲向他们。,0,0,j,NA,NA,NA,NA,NA,j,NA,NA,NA,space,space,j,NA,NA,NA,NA,NA,space,NA,NA,NA,j,j,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,432,NA,NA,NA,NA,NA,445623,NA,NA,NA,2584,3652,3499,NA,NA,NA,NA,NA,14317,NA,NA,NA,432,584,NA,NA,5075,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,yes,1024,2,48000,-16,EXP,47,odd,Yes,no,no,NA,31532,NA,9608,589206,521320,NA,NA,NA,NA,NA,36612,NA,NA,NA,9613,30100,NA,NA,NA,NA,NA,31518,NA,NA,NA,31518,577660,577754,482247,526500,482266,521318,482266,482266,482247,590208,590208,522324,522325,577755,590209,577757,NA,577757,581259,NA,593864,524911,NA,NA,NA,NA,NA,526578,NA,NA,NA,594369,525412,594373,525413,594807,526000,NA,495712,NA,NA,595307,NA,NA,540908,482247,526575,589203,31533,540908,31534,NA,NA,NA,NA,NA,NA,NA,NA,540908,Orientation_PSA2018,14,65233,29,no,yes,1024
5316,SC_List01.csv,F,F,SC_Prac2.csv,彭妮把植物扔过客厅，砸向了谢尔顿。,tapedispenser.jpg,V,48.3870967742,48.3870967742,"[5, 11, 14, 18, 22, 25, 30, 35, 37, 41, 45]",2215.35483871,2215.35483871,#ffffff,yes,legacy,legacy,legacy,0,uniform,1,undefined,0,0,0,undefined,1,1,undefined,6,f,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,5,0,0,0,8,8,5,5,0,8,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,8,5,8,5,8,5,8,5,8,5,9,NA,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12/20/19 09:54:37,no,Matching Tasks,yes,,no,no,no,OrientationCrossLanguages_2018PSA_SP_1.2.4.osexp,C:\Users\lenovo\Desktop\ACE project2019\Experiment\scripts,no,chinese-japanese-korean,no,18,no,#0000ff,no,简体中文,yes,768,no,legacy,8,1,5,8,C:/Users/lenovo/Desktop/ACE project2019/Experiment/scripts/subject-47.csv,legacy,no,Kafkaesque Koffka,3.2.8,no,在公园里一头野牛冲向他们。,0,0,f,NA,NA,NA,NA,NA,j,NA,NA,NA,space,space,j,NA,NA,NA,NA,NA,space,NA,NA,NA,f,j,NA,NA,space,NA,NA,NA,NA,NA,NA,NA,NA,797,NA,NA,NA,NA,NA,445623,NA,NA,NA,2584,2646,3499,NA,NA,NA,NA,NA,14317,NA,NA,NA,797,584,NA,NA,5075,NA,NA,NA,NA,NA,NA,NA,NA,2,legacy,yes,1024,2,48000,-16,EXP,47,odd,Yes,no,no,NA,31532,NA,9608,595527,521320,NA,NA,NA,NA,NA,36612,NA,NA,NA,9613,30100,NA,NA,NA,NA,NA,31518,NA,NA,NA,31518,577660,577754,482247,526500,482266,521318,482266,482266,482247,596529,596529,522324,522325,577755,596529,577757,NA,577757,581259,NA,599178,524911,NA,NA,NA,NA,NA,526578,NA,NA,NA,599679,525412,599680,525413,600480,526000,NA,495712,NA,NA,600980,NA,NA,540908,482247,526575,595524,31533,540908,31534,NA,NA,NA,NA,NA,NA,NA,NA,540908,Orientation_PSA2018,15,68676,31,no,yes,1024
